1712599090467861761 ('EPT', 'ASK') 1 5255 -754
1712599419575014862 ('BRV', 'BID') 7 5140 0
[CANCELLED] 1712599419575014850 ('EPT', 'BID')
[CANCELLED] 1712599419575014852 ('DLO', 'BID')
[CANCELLED] 1712599419575014853 ('DLO', 'ASK')
[CANCELLED] 1712599419575014855 ('MKU', 'ASK')
[CANCELLED] 1712599419575014856 ('IGM', 'BID')
[CANCELLED] 1712599419575014859 ('BRV', 'ASK')
[CANCELLED] 1712599419575014860 ('EPT', 'BID')
[CANCELLED] 1712599419575014861 ('IGM', 'BID')
[REJECTED] 1712599419575014871 ('BRV', 'BID')
1712599419575014866 ('DLO', 'ASK') 30 4815 0
[REJECTED] 1712599419575014876 ('BRV', 'BID')
1712599419575014866 ('DLO', 'ASK') 7 4815 0
1712599419575014868 ('MKU', 'ASK') 2 4935 0
1712599419575014869 ('IGM', 'BID') 6 5501 0
1712599419575014864 ('EPT', 'ASK') 1 4688 0
[CANCELLED] 1712599419575014863 ('EPT', 'BID')
[CANCELLED] 1712599419575014865 ('DLO', 'BID')
[CANCELLED] 1712599419575014867 ('MKU', 'BID')
[CANCELLED] 1712599419575014870 ('IGM', 'ASK')
[CANCELLED] 1712599419575014872 ('BRV', 'ASK')
[CANCELLED] 1712599419575014873 ('EPT', 'BID')
[CANCELLED] 1712599419575014874 ('DLO', 'BID')
[CANCELLED] 1712599419575014875 ('MKU', 'BID')
1712599419575014878 ('EPT', 'ASK') 1 4700 -4
1712599419575014880 ('DLO', 'ASK') 1 4839 -2
1712599419575014881 ('MKU', 'BID') 12 4947 6
[REJECTED] 1712599419575014885 ('BRV', 'BID')
1712599419575014886 ('BRV', 'ASK') 5 5103 -8
1712599419575014884 ('IGM', 'ASK') 2 5495 0
1712599419575014882 ('MKU', 'ASK') 1 4957 0
1712599419575014883 ('IGM', 'BID') 1 5486 0
[CANCELLED] 1712599419575014877 ('EPT', 'BID')
[CANCELLED] 1712599419575014879 ('DLO', 'BID')
[CANCELLED] 1712599419575014887 ('EPT', 'BID')
[CANCELLED] 1712599419575014888 ('IGM', 'BID')
[CANCELLED] 1712599419575014889 ('BRV', 'BID')
1712599419575014893 ('DLO', 'ASK') 1 4867 -6
1712599419575014895 ('MKU', 'ASK') 1 4948 -6
[REJECTED] 1712599419575014896 ('IGM', 'BID')
1712599419575014899 ('BRV', 'ASK') 1 5164 -17
1712599419575014891 ('EPT', 'ASK') 1 4720 0
1712599419575014890 ('EPT', 'BID') 30 4716 0
1712599419575014890 ('EPT', 'BID') 10 4716 0
1712599419575014900 ('EPT', 'BID') 10 4696 0
[CANCELLED] 1712599419575014892 ('DLO', 'BID')
[CANCELLED] 1712599419575014894 ('MKU', 'BID')
[CANCELLED] 1712599419575014897 ('IGM', 'ASK')
[CANCELLED] 1712599419575014898 ('BRV', 'BID')
[CANCELLED] 1712599419575014901 ('DLO', 'BID')
[CANCELLED] 1712599419575014902 ('MKU', 'BID')
[REJECTED] 1712599419575014903 ('EPT', 'BID')
1712599419575014908 ('MKU', 'ASK') 1 5019 -18
1712599419575014909 ('IGM', 'BID') 1 5408 13
[REJECTED] 1712599419575014913 ('EPT', 'BID')
[REJECTED] 1712599419575014915 ('IGM', 'BID')
1712599419575014905 ('DLO', 'BID') 29 4891 0
1712599419575014911 ('BRV', 'BID') 3 5198 0
1712599419575014916 ('BRV', 'BID') 5 5178 0
[CANCELLED] 1712599419575014904 ('EPT', 'ASK')
[CANCELLED] 1712599419575014906 ('DLO', 'ASK')
[CANCELLED] 1712599419575014907 ('MKU', 'BID')
[CANCELLED] 1712599419575014910 ('IGM', 'ASK')
[CANCELLED] 1712599419575014912 ('BRV', 'ASK')
[CANCELLED] 1712599419575014914 ('EPT', 'ASK')
[REJECTED] 1712599419575014917 ('EPT', 'BID')
1712599419575014921 ('MKU', 'BID') 13 5062 4
1712599419575014923 ('IGM', 'BID') 1 5381 20
[REJECTED] 1712599419575014925 ('BRV', 'BID')
[REJECTED] 1712599419575014926 ('BRV', 'ASK')
[REJECTED] 1712599419575014927 ('EPT', 'BID')
[REJECTED] 1712599419575014930 ('IGM', 'BID')
[REJECTED] 1712599419575014931 ('BRV', 'BID')
1712599419575014920 ('DLO', 'ASK') 2 4866 0
[CANCELLED] 1712599419575014918 ('EPT', 'ASK')
[CANCELLED] 1712599419575014919 ('DLO', 'BID')
[CANCELLED] 1712599419575014922 ('MKU', 'ASK')
[CANCELLED] 1712599419575014924 ('IGM', 'ASK')
[CANCELLED] 1712599419575014928 ('DLO', 'BID')
[CANCELLED] 1712599419575014929 ('MKU', 'BID')
[REJECTED] 1712599419575014932 ('EPT', 'BID')
1712599419575014935 ('DLO', 'ASK') 1 4888 -7
1712599419575014937 ('MKU', 'ASK') 2 5055 -2
1712599419575014938 ('IGM', 'ASK') 4 5365 0
[REJECTED] 1712599419575014939 ('BRV', 'BID')
[REJECTED] 1712599419575014940 ('BRV', 'ASK')
[REJECTED] 1712599419575014941 ('EPT', 'BID')
[REJECTED] 1712599419575014943 ('BRV', 'BID')
1712599419575014936 ('MKU', 'BID') 11 5050 0
1712599419575014933 ('EPT', 'ASK') 13 4679 0
[CANCELLED] 1712599419575014934 ('DLO', 'BID')
[CANCELLED] 1712599419575014942 ('EPT', 'ASK')
1712599419575014948 ('MKU', 'BID') 1 5020 15
1712599419575014951 ('IGM', 'ASK') 1 5394 -4
[REJECTED] 1712599419575014952 ('BRV', 'BID')
[REJECTED] 1712599419575014953 ('BRV', 'ASK')
[REJECTED] 1712599419575014957 ('BRV', 'BID')
1712599419575014956 ('MKU', 'BID') 10 5015 0
1712599419575014944 ('EPT', 'BID') 1 4678 0
[CANCELLED] 1712599419575014945 ('EPT', 'ASK')
[CANCELLED] 1712599419575014946 ('DLO', 'BID')
[CANCELLED] 1712599419575014947 ('DLO', 'ASK')
[CANCELLED] 1712599419575014949 ('MKU', 'ASK')
[CANCELLED] 1712599419575014950 ('IGM', 'BID')
[CANCELLED] 1712599419575014954 ('EPT', 'BID')
[CANCELLED] 1712599419575014955 ('DLO', 'BID')
1712599419575014961 ('DLO', 'ASK') 2 4889 0
1712599419575014963 ('MKU', 'ASK') 2 4976 -5
1712599419575014964 ('IGM', 'BID') 2 5401 11
[REJECTED] 1712599419575014966 ('BRV', 'BID')
[REJECTED] 1712599419575014967 ('BRV', 'ASK')
[REJECTED] 1712599419575014970 ('BRV', 'BID')
1712599419575014959 ('EPT', 'ASK') 25 4678 0
1712599419575014962 ('MKU', 'BID') 1 4967 0
[CANCELLED] 1712599419575014958 ('EPT', 'BID')
[CANCELLED] 1712599419575014960 ('DLO', 'BID')
[CANCELLED] 1712599419575014965 ('IGM', 'ASK')
[CANCELLED] 1712599419575014968 ('EPT', 'BID')
[CANCELLED] 1712599419575014969 ('MKU', 'BID')
1712599419575014972 ('EPT', 'ASK') 1 4716 -15
1712599419575014974 ('DLO', 'ASK') 1 4903 0
[REJECTED] 1712599419575014975 ('MKU', 'BID')
[REJECTED] 1712599419575014979 ('BRV', 'BID')
[REJECTED] 1712599419575014980 ('BRV', 'ASK')
[REJECTED] 1712599419575014983 ('BRV', 'BID')
1712599419575014978 ('IGM', 'ASK') 2 5391 0
[CANCELLED] 1712599419575014971 ('EPT', 'BID')
[CANCELLED] 1712599419575014973 ('DLO', 'BID')
[CANCELLED] 1712599419575014976 ('MKU', 'ASK')
[CANCELLED] 1712599419575014977 ('IGM', 'BID')
[CANCELLED] 1712599419575014981 ('EPT', 'BID')
[CANCELLED] 1712599419575014982 ('DLO', 'BID')
1712599419575014985 ('EPT', 'ASK') 1 4748 -3
1712599419575014987 ('DLO', 'ASK') 1 4912 -1
1712599419575014988 ('MKU', 'BID') 1 4947 0
[REJECTED] 1712599419575014992 ('BRV', 'BID')
[REJECTED] 1712599419575014993 ('BRV', 'ASK')
[REJECTED] 1712599419575014995 ('MKU', 'BID')
[REJECTED] 1712599419575014996 ('BRV', 'BID')
1712599419575014990 ('IGM', 'BID') 2 5394 0
1712599419575014991 ('IGM', 'ASK') 1 5400 0
[CANCELLED] 1712599419575014984 ('EPT', 'BID')
[CANCELLED] 1712599419575014986 ('DLO', 'BID')
[CANCELLED] 1712599419575014989 ('MKU', 'ASK')
[CANCELLED] 1712599419575014994 ('EPT', 'BID')
1712599419575014997 ('EPT', 'BID') 30 4740 2
1712599419575014997 ('EPT', 'BID') 5 4741 1
1712599419575015000 ('DLO', 'ASK') 1 4937 -4
1712599419575015004 ('IGM', 'ASK') 2 5395 0
[REJECTED] 1712599419575015005 ('BRV', 'BID')
[REJECTED] 1712599419575015006 ('BRV', 'ASK')
[REJECTED] 1712599419575015007 ('EPT', 'BID')
[REJECTED] 1712599419575015010 ('BRV', 'BID')
1712599419575014999 ('DLO', 'BID') 37 4929 0
1712599419575014998 ('EPT', 'ASK') 1 4746 0
[CANCELLED] 1712599419575015001 ('MKU', 'BID')
[CANCELLED] 1712599419575015002 ('MKU', 'ASK')
[CANCELLED] 1712599419575015003 ('IGM', 'BID')
[CANCELLED] 1712599419575015008 ('DLO', 'BID')
[CANCELLED] 1712599419575015009 ('MKU', 'BID')
1712599419575015012 ('EPT', 'ASK') 1 4764 -6
1712599419575015013 ('DLO', 'BID') 5 4933 3
1712599419575015018 ('IGM', 'ASK') 1 5418 0
[REJECTED] 1712599419575015019 ('BRV', 'BID')
[REJECTED] 1712599419575015020 ('BRV', 'ASK')
[REJECTED] 1712599419575015023 ('BRV', 'BID')
1712599419575015015 ('MKU', 'BID') 6 4943 0
[CANCELLED] 1712599419575015011 ('EPT', 'BID')
[CANCELLED] 1712599419575015014 ('DLO', 'ASK')
[CANCELLED] 1712599419575015016 ('MKU', 'ASK')
[CANCELLED] 1712599419575015017 ('IGM', 'BID')
[CANCELLED] 1712599419575015021 ('EPT', 'BID')
[CANCELLED] 1712599419575015022 ('EPT', 'ASK')
1712599419575015029 ('IGM', 'ASK') 1 5426 -7
[REJECTED] 1712599419575015030 ('BRV', 'BID')
[REJECTED] 1712599419575015031 ('BRV', 'ASK')
[REJECTED] 1712599419575015032 ('BRV', 'BID')
1712599419575015025 ('EPT', 'ASK') 11 4759 0
[CANCELLED] 1712599419575015024 ('EPT', 'BID')
[CANCELLED] 1712599419575015026 ('DLO', 'ASK')
[CANCELLED] 1712599419575015027 ('MKU', 'ASK')
[CANCELLED] 1712599419575015028 ('IGM', 'BID')
1712599419575015037 ('IGM', 'BID') 4 5461 3
[REJECTED] 1712599419575015039 ('BRV', 'BID')
[REJECTED] 1712599419575015040 ('BRV', 'ASK')
[REJECTED] 1712599419575015043 ('BRV', 'BID')
1712599419575015034 ('EPT', 'ASK') 12 4763 0
1712599419575015035 ('DLO', 'ASK') 3 4921 0
[CANCELLED] 1712599419575015033 ('EPT', 'BID')
[CANCELLED] 1712599419575015036 ('MKU', 'ASK')
[CANCELLED] 1712599419575015038 ('IGM', 'ASK')
[CANCELLED] 1712599419575015041 ('EPT', 'BID')
[CANCELLED] 1712599419575015042 ('EPT', 'ASK')
1712599419575015044 ('EPT', 'BID') 11 4753 6
1712599419575015047 ('DLO', 'ASK') 1 4945 -16
1712599419575015048 ('MKU', 'ASK') 7 4932 -6
[REJECTED] 1712599419575015051 ('BRV', 'BID')
[REJECTED] 1712599419575015052 ('BRV', 'ASK')
[REJECTED] 1712599419575015053 ('BRV', 'BID')
1712599419575015049 ('IGM', 'BID') 1 5449 0
[CANCELLED] 1712599419575015045 ('EPT', 'ASK')
[CANCELLED] 1712599419575015046 ('DLO', 'BID')
[CANCELLED] 1712599419575015050 ('IGM', 'ASK')
1712599419575015054 ('EPT', 'BID') 1 4725 5
1712599419575015060 ('IGM', 'BID') 1 5410 9
[REJECTED] 1712599419575015062 ('BRV', 'BID')
[REJECTED] 1712599419575015063 ('BRV', 'ASK')
[REJECTED] 1712599419575015066 ('BRV', 'BID')
1712599419575015059 ('MKU', 'ASK') 1 4948 0
[CANCELLED] 1712599419575015055 ('EPT', 'ASK')
[CANCELLED] 1712599419575015056 ('DLO', 'BID')
[CANCELLED] 1712599419575015057 ('DLO', 'ASK')
[CANCELLED] 1712599419575015058 ('MKU', 'BID')
[CANCELLED] 1712599419575015061 ('IGM', 'ASK')
[CANCELLED] 1712599419575015064 ('EPT', 'BID')
[CANCELLED] 1712599419575015065 ('EPT', 'ASK')
1712599419575015067 ('EPT', 'BID') 11 4715 5
1712599419575015071 ('MKU', 'BID') 2 4951 3
[REJECTED] 1712599419575015075 ('BRV', 'BID')
[REJECTED] 1712599419575015076 ('BRV', 'ASK')
[REJECTED] 1712599419575015077 ('BRV', 'BID')
1712599419575015074 ('IGM', 'ASK') 4 5411 0
1712599419575015070 ('DLO', 'ASK') 2 4943 0
[CANCELLED] 1712599419575015068 ('EPT', 'ASK')
[CANCELLED] 1712599419575015069 ('DLO', 'BID')
[CANCELLED] 1712599419575015072 ('MKU', 'ASK')
[CANCELLED] 1712599419575015073 ('IGM', 'BID')
1712599419575015081 ('DLO', 'ASK') 1 4956 -1
1712599419575015083 ('MKU', 'ASK') 2 4962 -12
1712599419575015085 ('IGM', 'ASK') 1 5459 -31
[REJECTED] 1712599419575015086 ('BRV', 'BID')
[REJECTED] 1712599419575015087 ('BRV', 'ASK')
[REJECTED] 1712599419575015090 ('BRV', 'BID')
1712599419575015078 ('EPT', 'BID') 1 4697 0
[CANCELLED] 1712599419575015079 ('EPT', 'ASK')
[CANCELLED] 1712599419575015080 ('DLO', 'BID')
[CANCELLED] 1712599419575015082 ('MKU', 'BID')
[CANCELLED] 1712599419575015084 ('IGM', 'BID')
[CANCELLED] 1712599419575015088 ('EPT', 'BID')
[CANCELLED] 1712599419575015089 ('EPT', 'ASK')
1712599419575015091 ('EPT', 'BID') 4 4678 3
1712599419575015096 ('MKU', 'ASK') 1 4988 0
1712599419575015097 ('IGM', 'BID') 3 5443 5
[REJECTED] 1712599419575015099 ('BRV', 'BID')
1712599419575015094 ('DLO', 'ASK') 1 4952 0
[REJECTED] 1712599419575015100 ('BRV', 'ASK')
[REJECTED] 1712599419575015101 ('BRV', 'BID')
[CANCELLED] 1712599419575015092 ('EPT', 'ASK')
[CANCELLED] 1712599419575015093 ('DLO', 'BID')
[CANCELLED] 1712599419575015095 ('MKU', 'BID')
[CANCELLED] 1712599419575015098 ('IGM', 'ASK')
1712599419575015108 ('IGM', 'ASK') 2 5442 -10
[REJECTED] 1712599419575015109 ('BRV', 'BID')
[REJECTED] 1712599419575015110 ('BRV', 'ASK')
[REJECTED] 1712599419575015112 ('BRV', 'BID')
1712599419575015106 ('MKU', 'ASK') 1 4992 0
[CANCELLED] 1712599419575015102 ('EPT', 'ASK')
[CANCELLED] 1712599419575015103 ('DLO', 'BID')
[CANCELLED] 1712599419575015104 ('DLO', 'ASK')
[CANCELLED] 1712599419575015105 ('MKU', 'BID')
[CANCELLED] 1712599419575015107 ('IGM', 'BID')
[CANCELLED] 1712599419575015111 ('EPT', 'ASK')
1712599419575015117 ('MKU', 'ASK') 1 5019 -13
1712599419575015119 ('IGM', 'ASK') 1 5496 -16
[REJECTED] 1712599419575015120 ('BRV', 'BID')
[REJECTED] 1712599419575015121 ('BRV', 'ASK')
[REJECTED] 1712599419575015122 ('BRV', 'BID')
1712599419575015114 ('DLO', 'BID') 7 4978 0
1712599419575015118 ('IGM', 'BID') 2 5476 0
1712599419575015116 ('MKU', 'BID') 4 5004 0
[CANCELLED] 1712599419575015113 ('EPT', 'ASK')
[CANCELLED] 1712599419575015115 ('DLO', 'ASK')
1712599419575015124 ('DLO', 'BID') 1 4952 4
1712599419575015127 ('MKU', 'ASK') 1 5002 -1
1712599419575015128 ('IGM', 'BID') 1 5475 13
[REJECTED] 1712599419575015130 ('BRV', 'BID')
[REJECTED] 1712599419575015131 ('BRV', 'ASK')
[REJECTED] 1712599419575015132 ('BRV', 'BID')
[CANCELLED] 1712599419575015123 ('EPT', 'ASK')
[CANCELLED] 1712599419575015125 ('DLO', 'ASK')
[CANCELLED] 1712599419575015126 ('MKU', 'BID')
[CANCELLED] 1712599419575015129 ('IGM', 'ASK')
1712599419575015138 ('IGM', 'ASK') 2 5453 -4
[REJECTED] 1712599419575015139 ('BRV', 'BID')
[REJECTED] 1712599419575015140 ('BRV', 'ASK')
[REJECTED] 1712599419575015141 ('BRV', 'BID')
1712599419575015135 ('MKU', 'BID') 2 5033 0
1712599419575015134 ('DLO', 'ASK') 4 4941 0
[CANCELLED] 1712599419575015133 ('EPT', 'ASK')
[CANCELLED] 1712599419575015136 ('MKU', 'ASK')
[CANCELLED] 1712599419575015137 ('IGM', 'BID')
1712599419575015143 ('DLO', 'ASK') 5 4947 -10
1712599419575015144 ('MKU', 'BID') 1 5021 1
1712599419575015146 ('IGM', 'BID') 2 5426 20
[REJECTED] 1712599419575015148 ('BRV', 'BID')
[REJECTED] 1712599419575015149 ('BRV', 'ASK')
[REJECTED] 1712599419575015150 ('BRV', 'BID')
1712599419575015145 ('MKU', 'ASK') 2 5031 0
[CANCELLED] 1712599419575015142 ('EPT', 'ASK')
[CANCELLED] 1712599419575015147 ('IGM', 'ASK')
1712599419575015152 ('DLO', 'BID') 1 4938 3
1712599419575015155 ('MKU', 'ASK') 3 5049 -14
1712599419575015156 ('IGM', 'BID') 1 5417 0
[REJECTED] 1712599419575015158 ('BRV', 'BID')
[REJECTED] 1712599419575015159 ('BRV', 'ASK')
[REJECTED] 1712599419575015160 ('BRV', 'BID')
1712599419575015151 ('EPT', 'ASK') 30 4576 0
1712599419575015151 ('EPT', 'ASK') 20 4576 0
[CANCELLED] 1712599419575015153 ('DLO', 'ASK')
[CANCELLED] 1712599419575015154 ('MKU', 'BID')
[CANCELLED] 1712599419575015157 ('IGM', 'ASK')
1712599419575015161 ('EPT', 'BID') 1 4591 4
1712599419575015164 ('DLO', 'ASK') 2 4907 -24
1712599419575015165 ('MKU', 'BID') 2 5107 2
1712599419575015168 ('IGM', 'ASK') 3 5412 -7
[REJECTED] 1712599419575015169 ('BRV', 'BID')
[REJECTED] 1712599419575015170 ('BRV', 'ASK')
[REJECTED] 1712599419575015171 ('BRV', 'BID')
1712599419575015166 ('MKU', 'ASK') 1 5116 0
[CANCELLED] 1712599419575015162 ('EPT', 'ASK')
[CANCELLED] 1712599419575015163 ('DLO', 'BID')
[CANCELLED] 1712599419575015167 ('IGM', 'BID')
1712599419575015174 ('DLO', 'BID') 2 4877 3
1712599419575015179 ('IGM', 'ASK') 1 5456 -6
[REJECTED] 1712599419575015180 ('BRV', 'BID')
[REJECTED] 1712599419575015181 ('BRV', 'ASK')
[REJECTED] 1712599419575015182 ('BRV', 'BID')
1712599419575015177 ('MKU', 'ASK') 1 5104 0
[CANCELLED] 1712599419575015172 ('EPT', 'BID')
[CANCELLED] 1712599419575015173 ('EPT', 'ASK')
[CANCELLED] 1712599419575015175 ('DLO', 'ASK')
[CANCELLED] 1712599419575015176 ('MKU', 'BID')
[CANCELLED] 1712599419575015178 ('IGM', 'BID')
1712599419575015188 ('MKU', 'ASK') 1 5157 -15
1712599419575015189 ('IGM', 'BID') 3 5458 0
[REJECTED] 1712599419575015191 ('BRV', 'BID')
[REJECTED] 1712599419575015192 ('BRV', 'ASK')
[REJECTED] 1712599419575015193 ('BRV', 'BID')
1712599419575015187 ('MKU', 'BID') 2 5138 0
1712599419575015186 ('DLO', 'ASK') 2 4885 0
[CANCELLED] 1712599419575015183 ('EPT', 'BID')
[CANCELLED] 1712599419575015184 ('EPT', 'ASK')
[CANCELLED] 1712599419575015185 ('DLO', 'BID')
[CANCELLED] 1712599419575015190 ('IGM', 'ASK')
1712599419575015198 ('MKU', 'BID') 1 5129 10
1712599419575015200 ('IGM', 'BID') 1 5405 8
[REJECTED] 1712599419575015202 ('BRV', 'BID')
[REJECTED] 1712599419575015203 ('BRV', 'ASK')
[REJECTED] 1712599419575015204 ('BRV', 'BID')
1712599419575015197 ('DLO', 'ASK') 1 4894 0
[CANCELLED] 1712599419575015194 ('EPT', 'BID')
[CANCELLED] 1712599419575015195 ('EPT', 'ASK')
[CANCELLED] 1712599419575015196 ('DLO', 'BID')
[CANCELLED] 1712599419575015199 ('MKU', 'ASK')
[CANCELLED] 1712599419575015201 ('IGM', 'ASK')
1712599419575015205 ('EPT', 'BID') 4 4579 7
1712599419575015208 ('DLO', 'ASK') 1 4906 0
1712599419575015209 ('MKU', 'BID') 1 5076 11
1712599419575015211 ('IGM', 'BID') 1 5372 6
[REJECTED] 1712599419575015213 ('BRV', 'BID')
[REJECTED] 1712599419575015214 ('BRV', 'ASK')
[REJECTED] 1712599419575015215 ('BRV', 'BID')
1712599419575015212 ('IGM', 'ASK') 3 5385 0
[CANCELLED] 1712599419575015206 ('EPT', 'ASK')
[CANCELLED] 1712599419575015207 ('DLO', 'BID')
[CANCELLED] 1712599419575015210 ('MKU', 'ASK')
1712599419575015217 ('EPT', 'ASK') 6 4596 -11
1712599419575015221 ('MKU', 'ASK') 3 5083 -6
1712599419575015223 ('IGM', 'ASK') 1 5415 -20
[REJECTED] 1712599419575015224 ('BRV', 'BID')
[REJECTED] 1712599419575015225 ('BRV', 'ASK')
[REJECTED] 1712599419575015226 ('BRV', 'BID')
1712599419575015218 ('DLO', 'BID') 4 4913 0
1712599419575015222 ('IGM', 'BID') 1 5393 0
1712599419575015220 ('MKU', 'BID') 1 5075 0
[CANCELLED] 1712599419575015216 ('EPT', 'BID')
[CANCELLED] 1712599419575015219 ('DLO', 'ASK')
1712599419575015228 ('EPT', 'ASK') 1 4636 -15
1712599419575015229 ('DLO', 'BID') 1 4893 1
1712599419575015231 ('MKU', 'BID') 1 5056 9
1712599419575015233 ('IGM', 'BID') 1 5353 22
[REJECTED] 1712599419575015235 ('BRV', 'BID')
[REJECTED] 1712599419575015236 ('BRV', 'ASK')
[REJECTED] 1712599419575015237 ('BRV', 'BID')
[CANCELLED] 1712599419575015227 ('EPT', 'BID')
[CANCELLED] 1712599419575015230 ('DLO', 'ASK')
[CANCELLED] 1712599419575015232 ('MKU', 'ASK')
[CANCELLED] 1712599419575015234 ('IGM', 'ASK')
1712599419575015238 ('EPT', 'BID') 3 4666 0
1712599419575015240 ('DLO', 'BID') 1 4868 3
1712599419575015243 ('MKU', 'ASK') 2 5050 -3
1712599419575015244 ('IGM', 'BID') 1 5249 33
[REJECTED] 1712599419575015246 ('BRV', 'BID')
[REJECTED] 1712599419575015247 ('BRV', 'ASK')
[REJECTED] 1712599419575015248 ('BRV', 'BID')
[CANCELLED] 1712599419575015239 ('EPT', 'ASK')
[CANCELLED] 1712599419575015241 ('DLO', 'ASK')
[CANCELLED] 1712599419575015242 ('MKU', 'BID')
[CANCELLED] 1712599419575015245 ('IGM', 'ASK')
1712599419575015249 ('EPT', 'BID') 1 4643 3
1712599419575015254 ('MKU', 'ASK') 1 5081 -5
1712599419575015255 ('IGM', 'BID') 1 5182 15
[REJECTED] 1712599419575015257 ('BRV', 'BID')
[REJECTED] 1712599419575015258 ('BRV', 'ASK')
[REJECTED] 1712599419575015259 ('BRV', 'BID')
1712599419575015251 ('DLO', 'BID') 1 4853 0
1712599419575015253 ('MKU', 'BID') 2 5072 0
1712599419575015256 ('IGM', 'ASK') 3 5206 0
[CANCELLED] 1712599419575015250 ('EPT', 'ASK')
[CANCELLED] 1712599419575015252 ('DLO', 'ASK')
1712599419575015265 ('MKU', 'ASK') 1 5066 -12
1712599419575015267 ('IGM', 'ASK') 4 5223 -15
[REJECTED] 1712599419575015268 ('BRV', 'BID')
[REJECTED] 1712599419575015269 ('BRV', 'ASK')
[REJECTED] 1712599419575015270 ('BRV', 'BID')
1712599419575015263 ('DLO', 'ASK') 5 4849 0
1712599419575015261 ('EPT', 'ASK') 3 4635 0
[CANCELLED] 1712599419575015260 ('EPT', 'BID')
[CANCELLED] 1712599419575015262 ('DLO', 'BID')
[CANCELLED] 1712599419575015264 ('MKU', 'BID')
[CANCELLED] 1712599419575015266 ('IGM', 'BID')
1712599419575015271 ('EPT', 'BID') 2 4641 5
1712599419575015274 ('DLO', 'ASK') 1 4866 -7
1712599419575015278 ('IGM', 'ASK') 1 5275 -15
[REJECTED] 1712599419575015279 ('BRV', 'BID')
[REJECTED] 1712599419575015280 ('BRV', 'ASK')
[REJECTED] 1712599419575015281 ('BRV', 'BID')
1712599419575015276 ('MKU', 'ASK') 1 5116 0
[CANCELLED] 1712599419575015272 ('EPT', 'ASK')
[CANCELLED] 1712599419575015273 ('DLO', 'BID')
[CANCELLED] 1712599419575015275 ('MKU', 'BID')
[CANCELLED] 1712599419575015277 ('IGM', 'BID')
1712599419575015289 ('IGM', 'ASK') 1 5323 -16
[REJECTED] 1712599419575015290 ('BRV', 'BID')
[REJECTED] 1712599419575015291 ('BRV', 'ASK')
[REJECTED] 1712599419575015292 ('BRV', 'BID')
1712599419575015283 ('EPT', 'ASK') 2 4626 0
1712599419575015286 ('MKU', 'BID') 3 5118 0
1712599419575015284 ('DLO', 'BID') 3 4864 0
[CANCELLED] 1712599419575015282 ('EPT', 'BID')
[CANCELLED] 1712599419575015285 ('DLO', 'ASK')
[CANCELLED] 1712599419575015287 ('MKU', 'ASK')
[CANCELLED] 1712599419575015288 ('IGM', 'BID')
1712599419575015294 ('EPT', 'ASK') 1 4686 -32
1712599419575015295 ('DLO', 'BID') 1 4848 9
1712599419575015297 ('MKU', 'BID') 1 5093 13
1712599419575015300 ('IGM', 'ASK') 1 5447 -73
[REJECTED] 1712599419575015301 ('BRV', 'BID')
[REJECTED] 1712599419575015302 ('BRV', 'ASK')
[REJECTED] 1712599419575015303 ('BRV', 'BID')
1712599419575015296 ('DLO', 'ASK') 2 4867 0
[CANCELLED] 1712599419575015293 ('EPT', 'BID')
[CANCELLED] 1712599419575015298 ('MKU', 'ASK')
[CANCELLED] 1712599419575015299 ('IGM', 'BID')
1712599419575015307 ('DLO', 'ASK') 3 4877 -6
1712599419575015309 ('MKU', 'ASK') 3 5086 -1
1712599419575015310 ('IGM', 'BID') 5 5399 45
[REJECTED] 1712599419575015312 ('BRV', 'BID')
[REJECTED] 1712599419575015313 ('BRV', 'ASK')
[REJECTED] 1712599419575015314 ('BRV', 'BID')
1712599419575015304 ('EPT', 'BID') 3 4697 0
1712599419575015306 ('DLO', 'BID') 1 4866 0
[CANCELLED] 1712599419575015305 ('EPT', 'ASK')
[CANCELLED] 1712599419575015308 ('MKU', 'BID')
[CANCELLED] 1712599419575015311 ('IGM', 'ASK')
1712599419575015317 ('DLO', 'BID') 2 4878 5
1712599419575015322 ('IGM', 'ASK') 2 5402 -7
[REJECTED] 1712599419575015323 ('BRV', 'BID')
[REJECTED] 1712599419575015324 ('BRV', 'ASK')
[REJECTED] 1712599419575015325 ('BRV', 'BID')
1712599419575015319 ('MKU', 'BID') 2 5101 0
1712599419575015321 ('IGM', 'BID') 1 5386 0
[CANCELLED] 1712599419575015315 ('EPT', 'BID')
[CANCELLED] 1712599419575015316 ('EPT', 'ASK')
[CANCELLED] 1712599419575015318 ('DLO', 'ASK')
[CANCELLED] 1712599419575015320 ('MKU', 'ASK')
1712599419575015330 ('MKU', 'BID') 1 5060 18
1712599419575015332 ('IGM', 'BID') 2 5360 33
[REJECTED] 1712599419575015334 ('BRV', 'BID')
[REJECTED] 1712599419575015335 ('BRV', 'ASK')
[REJECTED] 1712599419575015336 ('BRV', 'BID')
1712599419575015326 ('EPT', 'BID') 2 4689 0
[CANCELLED] 1712599419575015327 ('EPT', 'ASK')
[CANCELLED] 1712599419575015328 ('DLO', 'BID')
[CANCELLED] 1712599419575015329 ('DLO', 'ASK')
[CANCELLED] 1712599419575015331 ('MKU', 'ASK')
[CANCELLED] 1712599419575015333 ('IGM', 'ASK')
1712599419575015340 ('DLO', 'ASK') 3 4857 -1
1712599419575015344 ('IGM', 'ASK') 2 5351 -5
