1712712283294821888 ('EPT', <Side.BUY: 1>) 1 4559 0
[CANCELLED] 1712712584099608935 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608937 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608938 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608927 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608929 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608939 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608940 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608941 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608942 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608943 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608944 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608945 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608946 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608947 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608948 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608949 ('MKU', <Side.BUY: 1>)
1712712584099608951 ('DLO', <Side.BUY: 1>) 8 5010 0
1712712584099608953 ('DLO', <Side.BUY: 1>) 18 5010 1
1712712584099608953 ('DLO', <Side.BUY: 1>) 1 5011 0
1712712584099608955 ('IGM', <Side.BUY: 1>) 1 5580 19
1712712584099608956 ('BRV', <Side.BUY: 1>) 20 5268 6
1712712584099608954 ('MKU', <Side.BUY: 1>) 18 5142 0
1712712584099608952 ('EPT', <Side.BUY: 1>) 18 4841 0
1712712584099608963 ('DLO', <Side.BUY: 1>) 2 4991 0
[CANCELLED] 1712712584099608950 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608957 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608958 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608959 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608960 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608961 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608964 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608965 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608966 ('DLO', <Side.SELL: 2>)
1712712584099608967 ('EPT', <Side.BUY: 1>) 17 4767 37
1712712584099608972 ('EPT', <Side.BUY: 1>) 2 4767 17
1712712584099608974 ('EPT', <Side.BUY: 1>) 2 4764 0
1712712584099608985 ('MKU', <Side.SELL: 2>) 2 5153 0
1712712584099608979 ('DLO', <Side.SELL: 2>) 2 5038 0
1712712584099608987 ('MKU', <Side.SELL: 2>) 1 5173 0
1712712584099608981 ('DLO', <Side.SELL: 2>) 2 5058 0
1712712584099608976 ('EPT', <Side.BUY: 1>) 2 4744 0
[CANCELLED] 1712712584099608962 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608973 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608975 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608977 ('EPT', <Side.SELL: 2>)
1712712584099608988 ('EPT', <Side.BUY: 1>) 15 4735 26
[CANCELLED] 1712712584099608968 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608978 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608980 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608982 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608983 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608969 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608984 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608986 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608970 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608971 ('BRV', <Side.BUY: 1>)
1712712584099608990 ('EPT', <Side.BUY: 1>) 13 4690 12
1712712584099608992 ('MKU', <Side.BUY: 1>) 17 5149 1
1712712584099608995 ('EPT', <Side.BUY: 1>) 2 4682 0
1712712584099609007 ('MKU', <Side.BUY: 1>) 2 5130 0
1712712584099608991 ('DLO', <Side.BUY: 1>) 16 5056 0
1712712584099608997 ('EPT', <Side.BUY: 1>) 2 4662 0
1712712584099608994 ('BRV', <Side.BUY: 1>) 18 5396 0
[CANCELLED] 1712712584099608996 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608998 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608999 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609000 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608989 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609001 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609002 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609003 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609004 ('DLO', <Side.SELL: 2>)
1712712584099609010 ('DLO', <Side.BUY: 1>) 14 5044 0
[CANCELLED] 1712712584099609008 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608993 ('IGM', <Side.BUY: 1>)
1712712584099609012 ('IGM', <Side.BUY: 1>) 12 5800 34
1712712584099609013 ('EPT', <Side.BUY: 1>) 11 4696 0
1712712584099609014 ('DLO', <Side.BUY: 1>) 13 5049 0
[CANCELLED] 1712712584099609009 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609018 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609019 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609020 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609021 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609022 ('EPT', <Side.BUY: 1>)
1712712584099609026 ('EPT', <Side.BUY: 1>) 10 4684 4
[CANCELLED] 1712712584099609005 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609006 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609024 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609025 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609011 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609015 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609016 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609017 ('BRV', <Side.BUY: 1>)
1712712584099609027 ('DLO', <Side.BUY: 1>) 1 5050 0
1712712584099609029 ('DLO', <Side.BUY: 1>) 12 5019 4
1712712584099609030 ('MKU', <Side.BUY: 1>) 15 5116 17
1712712584099609031 ('IGM', <Side.BUY: 1>) 19 5839 23
1712712584099609032 ('BRV', <Side.BUY: 1>) 17 5348 17
1712712584099609051 ('IGM', <Side.BUY: 1>) 2 5839 3
1712712584099609045 ('MKU', <Side.BUY: 1>) 2 5113 0
1712712584099609053 ('IGM', <Side.BUY: 1>) 2 5822 0
1712712584099609055 ('IGM', <Side.BUY: 1>) 2 5802 0
1712712584099609047 ('MKU', <Side.BUY: 1>) 2 5093 0
1712712584099609034 ('EPT', <Side.SELL: 2>) 2 4713 0
1712712584099609039 ('DLO', <Side.BUY: 1>) 2 5003 0
[CANCELLED] 1712712584099609023 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609028 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609033 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609035 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609036 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609037 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609038 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609040 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609041 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609042 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609043 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609044 ('DLO', <Side.SELL: 2>)
1712712584099609057 ('DLO', <Side.BUY: 1>) 10 5002 2
[CANCELLED] 1712712584099609046 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609048 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609049 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609050 ('MKU', <Side.SELL: 2>)
1712712584099609058 ('MKU', <Side.BUY: 1>) 13 5085 15
[CANCELLED] 1712712584099609052 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609054 ('IGM', <Side.SELL: 2>)
1712712584099609059 ('IGM', <Side.BUY: 1>) 17 5774 29
1712712584099609060 ('BRV', <Side.BUY: 1>) 15 5274 42
1712712584099609066 ('DLO', <Side.BUY: 1>) 9 4975 14
1712712584099609067 ('MKU', <Side.BUY: 1>) 12 5071 16
1712712584099609068 ('IGM', <Side.BUY: 1>) 15 5757 3
1712712584099609069 ('BRV', <Side.BUY: 1>) 13 5247 32
1712712584099609062 ('EPT', <Side.SELL: 2>) 2 4725 0
[REJECTED] 1712712584099609075 ('EPT', <Side.SELL: 2>)
1712712584099609076 ('DLO', <Side.BUY: 1>) 2 4969 0
1712712584099609088 ('IGM', <Side.BUY: 1>) 2 5740 0
1712712584099609071 ('EPT', <Side.SELL: 2>) 2 4744 0
1712712584099609090 ('IGM', <Side.BUY: 1>) 2 5720 0
[CANCELLED] 1712712584099609056 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609061 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609063 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609064 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609065 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609070 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609072 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609073 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609074 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609077 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609078 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609079 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609080 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609081 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609082 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609083 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609084 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609085 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609086 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609087 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609089 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609091 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609092 ('IGM', <Side.BUY: 1>)
1712712584099609096 ('IGM', <Side.BUY: 1>) 13 5724 2
1712712584099609093 ('EPT', <Side.BUY: 1>) 9 4732 0
1712712584099609098 ('EPT', <Side.BUY: 1>) 2 4712 0
1712712584099609100 ('EPT', <Side.BUY: 1>) 1 4692 0
1712712584099609101 ('EPT', <Side.BUY: 1>) 9 4690 23
1712712584099609106 ('EPT', <Side.BUY: 1>) 2 4690 3
[CANCELLED] 1712712584099609099 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609107 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609108 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609109 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609110 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609111 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609094 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609102 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609112 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609113 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609114 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609115 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609116 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609117 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609095 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609103 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609118 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609119 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609120 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609121 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609122 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609104 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609097 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609105 ('BRV', <Side.BUY: 1>)
1712712584099609126 ('DLO', <Side.BUY: 1>) 8 5016 0
1712712584099609128 ('IGM', <Side.BUY: 1>) 12 5872 15
1712712584099609124 ('DLO', <Side.BUY: 1>) 7 5015 0
1712712584099609148 ('IGM', <Side.BUY: 1>) 2 5867 0
1712712584099609143 ('MKU', <Side.SELL: 2>) 2 5136 0
1712712584099609155 ('BRV', <Side.SELL: 2>) 2 5360 0
1712712584099609136 ('DLO', <Side.BUY: 1>) 2 4996 0
[CANCELLED] 1712712584099609123 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609125 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609130 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609131 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609132 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609133 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609134 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609135 ('EPT', <Side.SELL: 2>)
1712712584099609159 ('EPT', <Side.BUY: 1>) 7 4701 3
[CANCELLED] 1712712584099609137 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609138 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609139 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609140 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609141 ('DLO', <Side.SELL: 2>)
1712712584099609160 ('DLO', <Side.BUY: 1>) 7 4992 5
[CANCELLED] 1712712584099609127 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609142 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609144 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609145 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609146 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609147 ('MKU', <Side.SELL: 2>)
1712712584099609161 ('MKU', <Side.BUY: 1>) 11 5129 20
[CANCELLED] 1712712584099609149 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609150 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609151 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609152 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609153 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609129 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609154 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609156 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609157 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712584099609158 ('BRV', <Side.BUY: 1>)
1712712584099609163 ('EPT', <Side.BUY: 1>) 7 4679 1
1712712584099609193 ('BRV', <Side.SELL: 2>) 2 5379 0
1712712584099609166 ('IGM', <Side.BUY: 1>) 10 5930 0
1712712584099609186 ('IGM', <Side.BUY: 1>) 2 5910 0
[CANCELLED] 1712712584099609168 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609169 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609170 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609171 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609172 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609173 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609164 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609174 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609175 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609176 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609177 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609178 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609179 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609165 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609180 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609181 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609182 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609183 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609184 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609185 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609162 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609187 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609188 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609189 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609190 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609191 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609167 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609192 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609194 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609195 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712584099609196 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609197 ('BRV', <Side.SELL: 2>)
1712712584099609202 ('DLO', <Side.BUY: 1>) 6 5005 3
1712712584099609205 ('BRV', <Side.BUY: 1>) 13 5384 6
1712712584099609204 ('IGM', <Side.BUY: 1>) 9 5875 0
1712712584099609230 ('BRV', <Side.BUY: 1>) 2 5370 0
1712712584099609224 ('IGM', <Side.BUY: 1>) 2 5855 0
1712712584099609207 ('EPT', <Side.SELL: 2>) 2 4730 0
[CANCELLED] 1712712584099609198 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609201 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609206 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609208 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609209 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609210 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609211 ('EPT', <Side.SELL: 2>)
1712712584099609236 ('EPT', <Side.BUY: 1>) 6 4733 0
[CANCELLED] 1712712584099609199 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609212 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609213 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609214 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609215 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609216 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609217 ('DLO', <Side.SELL: 2>)
1712712584099609237 ('DLO', <Side.BUY: 1>) 5 4995 1
[CANCELLED] 1712712584099609200 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609203 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609218 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609219 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609220 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609221 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609222 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609223 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609225 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609226 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609227 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609228 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609229 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609231 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712584099609232 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609233 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712584099609234 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609235 ('BRV', <Side.SELL: 2>)
1712712584099609240 ('BRV', <Side.BUY: 1>) 5 5370 0
1712712584099609239 ('IGM', <Side.BUY: 1>) 8 5836 0
1712712584099609271 ('BRV', <Side.SELL: 2>) 2 5376 0
1712712584099609259 ('MKU', <Side.SELL: 2>) 2 5191 0
1712712584099609265 ('IGM', <Side.SELL: 2>) 2 5812 0
1712712584099609273 ('BRV', <Side.SELL: 2>) 2 5396 0
1712712584099609273 ('BRV', <Side.SELL: 2>) 1 5396 0
[CANCELLED] 1712712584099609241 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609246 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609247 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609248 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609249 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609250 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609251 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099609242 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609252 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609253 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609254 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609255 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609256 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609257 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609238 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609243 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609258 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609260 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609261 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609262 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609263 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609244 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609264 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609266 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609267 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609268 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099609269 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609245 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609270 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609272 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609274 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609275 ('BRV', <Side.SELL: 2>)
1712712584099609281 ('IGM', <Side.BUY: 1>) 8 5694 57
1712712584099609284 ('EPT', <Side.SELL: 2>) 2 4861 -17
1712712584099609296 ('MKU', <Side.SELL: 2>) 2 5243 -6
1712712584099609301 ('IGM', <Side.BUY: 1>) 2 5694 37
1712712584099609303 ('IGM', <Side.BUY: 1>) 2 5694 17
1712712584099609286 ('EPT', <Side.SELL: 2>) 2 4864 0
1712712584099609305 ('IGM', <Side.BUY: 1>) 2 5691 0
1712712584099609288 ('EPT', <Side.SELL: 2>) 2 4884 0
1712712584099609290 ('DLO', <Side.SELL: 2>) 2 5044 0
1712712584099609308 ('BRV', <Side.SELL: 2>) 2 5396 0
[CANCELLED] 1712712584099609276 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609278 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609283 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609285 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099609287 ('EPT', <Side.BUY: 1>)
1712712584099609313 ('EPT', <Side.BUY: 1>) 6 4860 25
[CANCELLED] 1712712584099609277 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609279 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609289 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609291 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609292 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609293 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099609294 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099609280 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609295 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609297 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609298 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609299 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099609300 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099609302 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609304 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609306 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099609282 ('BRV', <Side.BUY: 1>)
1712712584099609310 ('BRV', <Side.SELL: 2>) 2 5416 0
[CANCELLED] 1712712584099609307 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609309 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609311 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099609312 ('BRV', <Side.SELL: 2>)
1712712584099609315 ('MKU', <Side.BUY: 1>) 10 5240 0
1712712584099609317 ('BRV', <Side.BUY: 1>) 6 5379 0
1712712584099609319 ('DLO', <Side.BUY: 1>) 5 5046 10
1712712584099609320 ('MKU', <Side.BUY: 1>) 10 5221 23
1712712584099609321 ('IGM', <Side.BUY: 1>) 6 5734 14
1712712584099609322 ('BRV', <Side.BUY: 1>) 11 5367 41
1712712584099609335 ('MKU', <Side.BUY: 1>) 2 5221 3
1712712584099609347 ('BRV', <Side.BUY: 1>) 2 5367 21
1712712584099609349 ('BRV', <Side.BUY: 1>) 2 5367 1
1712712584099609314 ('DLO', <Side.BUY: 1>) 5 5043 0
1712712584099609341 ('IGM', <Side.BUY: 1>) 2 5728 0
1712712584099609337 ('MKU', <Side.BUY: 1>) 2 5204 0
