1712596776315601920 ('EPT', 'BID') 3 4474 25
[REJECTED] 1712597080519779346 ('DLO', 'BID')
[REJECTED] 1712597080519779347 ('DLO', 'ASK')
[REJECTED] 1712597080519779348 ('DLO', 'BID')
[REJECTED] 1712597080519779349 ('DLO', 'ASK')
[REJECTED] 1712597080519779350 ('MKU', 'BID')
[REJECTED] 1712597080519779351 ('MKU', 'ASK')
[REJECTED] 1712597080519779352 ('MKU', 'BID')
[REJECTED] 1712597080519779353 ('MKU', 'ASK')
[REJECTED] 1712597080519779354 ('MKU', 'BID')
[REJECTED] 1712597080519779355 ('MKU', 'ASK')
[REJECTED] 1712597080519779356 ('IGM', 'BID')
[REJECTED] 1712597080519779357 ('IGM', 'ASK')
[REJECTED] 1712597080519779358 ('IGM', 'BID')
[REJECTED] 1712597080519779359 ('IGM', 'ASK')
[REJECTED] 1712597080519779360 ('IGM', 'BID')
[REJECTED] 1712597080519779361 ('IGM', 'ASK')
[REJECTED] 1712597080519779362 ('BRV', 'BID')
[REJECTED] 1712597080519779363 ('BRV', 'ASK')
[REJECTED] 1712597080519779364 ('BRV', 'BID')
[REJECTED] 1712597080519779365 ('BRV', 'ASK')
[REJECTED] 1712597080519779366 ('BRV', 'BID')
[REJECTED] 1712597080519779367 ('BRV', 'ASK')
[CANCELLED] 1712597080519779330 ('DLO', 'BID')
[CANCELLED] 1712597080519779336 ('BRV', 'BID')
[REJECTED] 1712597080519779368 ('EPT', 'BID')
[REJECTED] 1712597080519779369 ('EPT', 'ASK')
[REJECTED] 1712597080519779370 ('DLO', 'BID')
[REJECTED] 1712597080519779372 ('MKU', 'BID')
[REJECTED] 1712597080519779373 ('MKU', 'ASK')
[REJECTED] 1712597080519779374 ('IGM', 'BID')
[REJECTED] 1712597080519779375 ('IGM', 'ASK')
[REJECTED] 1712597080519779376 ('BRV', 'BID')
[REJECTED] 1712597080519779378 ('EPT', 'BID')
[REJECTED] 1712597080519779379 ('EPT', 'ASK')
[REJECTED] 1712597080519779380 ('EPT', 'BID')
[REJECTED] 1712597080519779381 ('EPT', 'ASK')
[REJECTED] 1712597080519779382 ('EPT', 'BID')
[REJECTED] 1712597080519779383 ('EPT', 'ASK')
[REJECTED] 1712597080519779384 ('DLO', 'BID')
[REJECTED] 1712597080519779385 ('DLO', 'ASK')
[REJECTED] 1712597080519779386 ('DLO', 'BID')
[REJECTED] 1712597080519779387 ('DLO', 'ASK')
[REJECTED] 1712597080519779388 ('DLO', 'BID')
[REJECTED] 1712597080519779389 ('DLO', 'ASK')
[REJECTED] 1712597080519779390 ('MKU', 'BID')
[REJECTED] 1712597080519779391 ('MKU', 'ASK')
[REJECTED] 1712597080519779392 ('MKU', 'BID')
[REJECTED] 1712597080519779393 ('MKU', 'ASK')
[REJECTED] 1712597080519779394 ('MKU', 'BID')
[REJECTED] 1712597080519779395 ('MKU', 'ASK')
[REJECTED] 1712597080519779396 ('IGM', 'BID')
[REJECTED] 1712597080519779397 ('IGM', 'ASK')
[REJECTED] 1712597080519779398 ('IGM', 'BID')
[REJECTED] 1712597080519779399 ('IGM', 'ASK')
[REJECTED] 1712597080519779400 ('IGM', 'BID')
[REJECTED] 1712597080519779401 ('IGM', 'ASK')
[REJECTED] 1712597080519779402 ('BRV', 'BID')
[REJECTED] 1712597080519779403 ('BRV', 'ASK')
[REJECTED] 1712597080519779404 ('BRV', 'BID')
[REJECTED] 1712597080519779405 ('BRV', 'ASK')
[REJECTED] 1712597080519779406 ('BRV', 'BID')
[REJECTED] 1712597080519779407 ('BRV', 'ASK')
[CANCELLED] 1712597080519779371 ('DLO', 'ASK')
[CANCELLED] 1712597080519779377 ('BRV', 'ASK')
[REJECTED] 1712597080519779408 ('EPT', 'BID')
[REJECTED] 1712597080519779409 ('EPT', 'ASK')
1712597080519779410 ('DLO', 'BID') 3 4798 3
[REJECTED] 1712597080519779411 ('DLO', 'ASK')
[REJECTED] 1712597080519779412 ('MKU', 'BID')
[REJECTED] 1712597080519779413 ('MKU', 'ASK')
[REJECTED] 1712597080519779414 ('IGM', 'BID')
[REJECTED] 1712597080519779415 ('IGM', 'ASK')
1712597080519779416 ('BRV', 'BID') 3 5593 25
[REJECTED] 1712597080519779418 ('EPT', 'BID')
[REJECTED] 1712597080519779419 ('EPT', 'ASK')
[REJECTED] 1712597080519779420 ('EPT', 'BID')
[REJECTED] 1712597080519779421 ('EPT', 'ASK')
[REJECTED] 1712597080519779422 ('EPT', 'BID')
[REJECTED] 1712597080519779423 ('EPT', 'ASK')
[REJECTED] 1712597080519779424 ('DLO', 'BID')
[REJECTED] 1712597080519779425 ('DLO', 'ASK')
[REJECTED] 1712597080519779426 ('DLO', 'BID')
[REJECTED] 1712597080519779427 ('DLO', 'ASK')
[REJECTED] 1712597080519779428 ('DLO', 'BID')
[REJECTED] 1712597080519779429 ('DLO', 'ASK')
[REJECTED] 1712597080519779430 ('MKU', 'BID')
[REJECTED] 1712597080519779431 ('MKU', 'ASK')
[REJECTED] 1712597080519779432 ('MKU', 'BID')
[REJECTED] 1712597080519779433 ('MKU', 'ASK')
[REJECTED] 1712597080519779434 ('MKU', 'BID')
[REJECTED] 1712597080519779435 ('MKU', 'ASK')
[REJECTED] 1712597080519779436 ('IGM', 'BID')
[REJECTED] 1712597080519779437 ('IGM', 'ASK')
[REJECTED] 1712597080519779438 ('IGM', 'BID')
[REJECTED] 1712597080519779439 ('IGM', 'ASK')
[REJECTED] 1712597080519779440 ('IGM', 'BID')
[REJECTED] 1712597080519779441 ('IGM', 'ASK')
[REJECTED] 1712597080519779442 ('BRV', 'BID')
[REJECTED] 1712597080519779443 ('BRV', 'ASK')
[REJECTED] 1712597080519779444 ('BRV', 'BID')
[REJECTED] 1712597080519779445 ('BRV', 'ASK')
[REJECTED] 1712597080519779446 ('BRV', 'BID')
[REJECTED] 1712597080519779447 ('BRV', 'ASK')
[CANCELLED] 1712597080519779417 ('BRV', 'ASK')
[REJECTED] 1712597080519779448 ('EPT', 'BID')
[REJECTED] 1712597080519779449 ('EPT', 'ASK')
[REJECTED] 1712597080519779451 ('DLO', 'ASK')
[REJECTED] 1712597080519779452 ('MKU', 'BID')
[REJECTED] 1712597080519779453 ('MKU', 'ASK')
[REJECTED] 1712597080519779454 ('IGM', 'BID')
[REJECTED] 1712597080519779455 ('IGM', 'ASK')
[REJECTED] 1712597080519779457 ('BRV', 'ASK')
[REJECTED] 1712597080519779458 ('EPT', 'BID')
[REJECTED] 1712597080519779459 ('EPT', 'ASK')
[REJECTED] 1712597080519779460 ('EPT', 'BID')
[REJECTED] 1712597080519779461 ('EPT', 'ASK')
[REJECTED] 1712597080519779462 ('EPT', 'BID')
[REJECTED] 1712597080519779463 ('EPT', 'ASK')
[REJECTED] 1712597080519779464 ('DLO', 'BID')
[REJECTED] 1712597080519779465 ('DLO', 'ASK')
[REJECTED] 1712597080519779466 ('DLO', 'BID')
[REJECTED] 1712597080519779467 ('DLO', 'ASK')
[REJECTED] 1712597080519779468 ('DLO', 'BID')
[REJECTED] 1712597080519779469 ('DLO', 'ASK')
[REJECTED] 1712597080519779470 ('MKU', 'BID')
[REJECTED] 1712597080519779471 ('MKU', 'ASK')
[REJECTED] 1712597080519779472 ('MKU', 'BID')
[REJECTED] 1712597080519779473 ('MKU', 'ASK')
[REJECTED] 1712597080519779474 ('MKU', 'BID')
[REJECTED] 1712597080519779475 ('MKU', 'ASK')
[REJECTED] 1712597080519779476 ('IGM', 'BID')
[REJECTED] 1712597080519779477 ('IGM', 'ASK')
[REJECTED] 1712597080519779478 ('IGM', 'BID')
[REJECTED] 1712597080519779479 ('IGM', 'ASK')
[REJECTED] 1712597080519779480 ('IGM', 'BID')
[REJECTED] 1712597080519779481 ('IGM', 'ASK')
[REJECTED] 1712597080519779482 ('BRV', 'BID')
[REJECTED] 1712597080519779483 ('BRV', 'ASK')
[REJECTED] 1712597080519779484 ('BRV', 'BID')
[REJECTED] 1712597080519779485 ('BRV', 'ASK')
[REJECTED] 1712597080519779486 ('BRV', 'BID')
[REJECTED] 1712597080519779487 ('BRV', 'ASK')
[CANCELLED] 1712597080519779450 ('DLO', 'BID')
[CANCELLED] 1712597080519779456 ('BRV', 'BID')
[REJECTED] 1712597080519779488 ('SCP', 'ASK')
[REJECTED] 1712597080519779489 ('SCP', 'ASK')
[REJECTED] 1712597080519779490 ('SCP', 'ASK')
[REJECTED] 1712597080519779491 ('SCP', 'ASK')
[REJECTED] 1712597080519779492 ('EPT', 'BID')
[REJECTED] 1712597080519779493 ('EPT', 'ASK')
[REJECTED] 1712597080519779494 ('DLO', 'BID')
[REJECTED] 1712597080519779496 ('MKU', 'BID')
[REJECTED] 1712597080519779497 ('MKU', 'ASK')
[REJECTED] 1712597080519779498 ('IGM', 'BID')
[REJECTED] 1712597080519779499 ('IGM', 'ASK')
[REJECTED] 1712597080519779500 ('BRV', 'BID')
[REJECTED] 1712597080519779502 ('EPT', 'BID')
[REJECTED] 1712597080519779503 ('EPT', 'ASK')
[REJECTED] 1712597080519779504 ('EPT', 'BID')
[REJECTED] 1712597080519779505 ('EPT', 'ASK')
[REJECTED] 1712597080519779506 ('EPT', 'BID')
[REJECTED] 1712597080519779507 ('EPT', 'ASK')
[REJECTED] 1712597080519779508 ('DLO', 'BID')
[REJECTED] 1712597080519779509 ('DLO', 'ASK')
[REJECTED] 1712597080519779510 ('DLO', 'BID')
[REJECTED] 1712597080519779511 ('DLO', 'ASK')
[REJECTED] 1712597080519779512 ('DLO', 'BID')
[REJECTED] 1712597080519779513 ('DLO', 'ASK')
[REJECTED] 1712597080519779514 ('MKU', 'BID')
[REJECTED] 1712597080519779515 ('MKU', 'ASK')
[REJECTED] 1712597080519779516 ('MKU', 'BID')
[REJECTED] 1712597080519779517 ('MKU', 'ASK')
[REJECTED] 1712597080519779518 ('MKU', 'BID')
[REJECTED] 1712597080519779519 ('MKU', 'ASK')
[REJECTED] 1712597080519779520 ('IGM', 'BID')
[REJECTED] 1712597080519779521 ('IGM', 'ASK')
[REJECTED] 1712597080519779522 ('IGM', 'BID')
[REJECTED] 1712597080519779523 ('IGM', 'ASK')
[REJECTED] 1712597080519779524 ('IGM', 'BID')
[REJECTED] 1712597080519779525 ('IGM', 'ASK')
[REJECTED] 1712597080519779526 ('BRV', 'BID')
[REJECTED] 1712597080519779527 ('BRV', 'ASK')
[REJECTED] 1712597080519779528 ('BRV', 'BID')
[REJECTED] 1712597080519779529 ('BRV', 'ASK')
[REJECTED] 1712597080519779530 ('BRV', 'BID')
[REJECTED] 1712597080519779531 ('BRV', 'ASK')
1712597080519779501 ('BRV', 'ASK') 3 5582 0
[CANCELLED] 1712597080519779495 ('DLO', 'ASK')
[REJECTED] 1712597080519779532 ('EPT', 'BID')
[REJECTED] 1712597080519779533 ('EPT', 'ASK')
[REJECTED] 1712597080519779535 ('DLO', 'ASK')
[REJECTED] 1712597080519779536 ('MKU', 'BID')
[REJECTED] 1712597080519779537 ('MKU', 'ASK')
[REJECTED] 1712597080519779538 ('IGM', 'BID')
[REJECTED] 1712597080519779539 ('IGM', 'ASK')
[REJECTED] 1712597080519779541 ('BRV', 'ASK')
[REJECTED] 1712597080519779542 ('EPT', 'BID')
[REJECTED] 1712597080519779543 ('EPT', 'ASK')
[REJECTED] 1712597080519779544 ('EPT', 'BID')
[REJECTED] 1712597080519779545 ('EPT', 'ASK')
[REJECTED] 1712597080519779546 ('EPT', 'BID')
[REJECTED] 1712597080519779547 ('EPT', 'ASK')
[REJECTED] 1712597080519779548 ('DLO', 'BID')
[REJECTED] 1712597080519779549 ('DLO', 'ASK')
[REJECTED] 1712597080519779550 ('DLO', 'BID')
[REJECTED] 1712597080519779551 ('DLO', 'ASK')
[REJECTED] 1712597080519779552 ('DLO', 'BID')
[REJECTED] 1712597080519779553 ('DLO', 'ASK')
[REJECTED] 1712597080519779554 ('MKU', 'BID')
[REJECTED] 1712597080519779555 ('MKU', 'ASK')
[REJECTED] 1712597080519779556 ('MKU', 'BID')
[REJECTED] 1712597080519779557 ('MKU', 'ASK')
[REJECTED] 1712597080519779558 ('MKU', 'BID')
[REJECTED] 1712597080519779559 ('MKU', 'ASK')
[REJECTED] 1712597080519779560 ('IGM', 'BID')
[REJECTED] 1712597080519779561 ('IGM', 'ASK')
[REJECTED] 1712597080519779562 ('IGM', 'BID')
[REJECTED] 1712597080519779563 ('IGM', 'ASK')
[REJECTED] 1712597080519779564 ('IGM', 'BID')
[REJECTED] 1712597080519779565 ('IGM', 'ASK')
[REJECTED] 1712597080519779566 ('BRV', 'BID')
[REJECTED] 1712597080519779567 ('BRV', 'ASK')
[REJECTED] 1712597080519779568 ('BRV', 'BID')
[REJECTED] 1712597080519779569 ('BRV', 'ASK')
[REJECTED] 1712597080519779570 ('BRV', 'BID')
[REJECTED] 1712597080519779571 ('BRV', 'ASK')
1712597080519779534 ('DLO', 'BID') 3 4788 0
[CANCELLED] 1712597080519779540 ('BRV', 'BID')
[REJECTED] 1712597080519779572 ('EPT', 'BID')
[REJECTED] 1712597080519779573 ('EPT', 'ASK')
[REJECTED] 1712597080519779575 ('DLO', 'ASK')
[REJECTED] 1712597080519779576 ('MKU', 'BID')
[REJECTED] 1712597080519779577 ('MKU', 'ASK')
[REJECTED] 1712597080519779578 ('IGM', 'BID')
[REJECTED] 1712597080519779579 ('IGM', 'ASK')
[REJECTED] 1712597080519779580 ('BRV', 'BID')
[REJECTED] 1712597080519779582 ('EPT', 'BID')
[REJECTED] 1712597080519779583 ('EPT', 'ASK')
[REJECTED] 1712597080519779584 ('EPT', 'BID')
[REJECTED] 1712597080519779585 ('EPT', 'ASK')
[REJECTED] 1712597080519779586 ('EPT', 'BID')
[REJECTED] 1712597080519779587 ('EPT', 'ASK')
[REJECTED] 1712597080519779588 ('DLO', 'BID')
[REJECTED] 1712597080519779589 ('DLO', 'ASK')
[REJECTED] 1712597080519779590 ('DLO', 'BID')
[REJECTED] 1712597080519779591 ('DLO', 'ASK')
[REJECTED] 1712597080519779592 ('DLO', 'BID')
[REJECTED] 1712597080519779593 ('DLO', 'ASK')
[REJECTED] 1712597080519779594 ('MKU', 'BID')
[REJECTED] 1712597080519779595 ('MKU', 'ASK')
[REJECTED] 1712597080519779596 ('MKU', 'BID')
[REJECTED] 1712597080519779597 ('MKU', 'ASK')
[REJECTED] 1712597080519779598 ('MKU', 'BID')
[REJECTED] 1712597080519779599 ('MKU', 'ASK')
[REJECTED] 1712597080519779600 ('IGM', 'BID')
[REJECTED] 1712597080519779601 ('IGM', 'ASK')
[REJECTED] 1712597080519779602 ('IGM', 'BID')
[REJECTED] 1712597080519779603 ('IGM', 'ASK')
[REJECTED] 1712597080519779604 ('IGM', 'BID')
[REJECTED] 1712597080519779605 ('IGM', 'ASK')
[REJECTED] 1712597080519779606 ('BRV', 'BID')
[REJECTED] 1712597080519779607 ('BRV', 'ASK')
[REJECTED] 1712597080519779608 ('BRV', 'BID')
[REJECTED] 1712597080519779609 ('BRV', 'ASK')
[REJECTED] 1712597080519779610 ('BRV', 'BID')
[REJECTED] 1712597080519779611 ('BRV', 'ASK')
[CANCELLED] 1712597080519779574 ('DLO', 'BID')
[CANCELLED] 1712597080519779581 ('BRV', 'ASK')
[REJECTED] 1712597080519779612 ('SCP', 'BID')
[REJECTED] 1712597080519779613 ('SCP', 'BID')
[REJECTED] 1712597080519779614 ('SCP', 'BID')
[REJECTED] 1712597080519779615 ('SCP', 'BID')
[REJECTED] 1712597080519779616 ('EPT', 'BID')
[REJECTED] 1712597080519779617 ('EPT', 'ASK')
[REJECTED] 1712597080519779618 ('DLO', 'BID')
[REJECTED] 1712597080519779620 ('MKU', 'BID')
[REJECTED] 1712597080519779621 ('MKU', 'ASK')
[REJECTED] 1712597080519779622 ('IGM', 'BID')
[REJECTED] 1712597080519779623 ('IGM', 'ASK')
1712597080519779624 ('BRV', 'BID') 3 5510 18
[REJECTED] 1712597080519779626 ('EPT', 'BID')
[REJECTED] 1712597080519779627 ('EPT', 'ASK')
[REJECTED] 1712597080519779628 ('EPT', 'BID')
[REJECTED] 1712597080519779629 ('EPT', 'ASK')
[REJECTED] 1712597080519779630 ('EPT', 'BID')
[REJECTED] 1712597080519779631 ('EPT', 'ASK')
[REJECTED] 1712597080519779632 ('DLO', 'BID')
[REJECTED] 1712597080519779633 ('DLO', 'ASK')
[REJECTED] 1712597080519779634 ('DLO', 'BID')
[REJECTED] 1712597080519779635 ('DLO', 'ASK')
[REJECTED] 1712597080519779636 ('DLO', 'BID')
[REJECTED] 1712597080519779637 ('DLO', 'ASK')
[REJECTED] 1712597080519779638 ('MKU', 'BID')
[REJECTED] 1712597080519779639 ('MKU', 'ASK')
[REJECTED] 1712597080519779640 ('MKU', 'BID')
[REJECTED] 1712597080519779641 ('MKU', 'ASK')
[REJECTED] 1712597080519779642 ('MKU', 'BID')
[REJECTED] 1712597097483795968 ('EPT', 'BID')
[REJECTED] 1712597097483795969 ('EPT', 'ASK')
[REJECTED] 1712597097483795971 ('DLO', 'ASK')
[REJECTED] 1712597097483795972 ('MKU', 'BID')
[REJECTED] 1712597097483795973 ('MKU', 'ASK')
[REJECTED] 1712597097483795974 ('IGM', 'BID')
[REJECTED] 1712597097483795975 ('IGM', 'ASK')
1712597097483795977 ('BRV', 'ASK') 3 5508 -1007
[REJECTED] 1712597097483795978 ('EPT', 'BID')
[REJECTED] 1712597097483795979 ('EPT', 'ASK')
[REJECTED] 1712597097483795980 ('EPT', 'BID')
[REJECTED] 1712597097483795981 ('EPT', 'ASK')
[REJECTED] 1712597097483795982 ('EPT', 'BID')
[REJECTED] 1712597097483795983 ('EPT', 'ASK')
[REJECTED] 1712597097483795984 ('DLO', 'BID')
[REJECTED] 1712597097483795985 ('DLO', 'ASK')
[REJECTED] 1712597097483795986 ('DLO', 'BID')
[REJECTED] 1712597097483795987 ('DLO', 'ASK')
[REJECTED] 1712597097483795988 ('DLO', 'BID')
[REJECTED] 1712597097483795989 ('DLO', 'ASK')
[REJECTED] 1712597097483795990 ('MKU', 'BID')
[REJECTED] 1712597097483795991 ('MKU', 'ASK')
[REJECTED] 1712597097483795992 ('MKU', 'BID')
[REJECTED] 1712597097483795993 ('MKU', 'ASK')
[REJECTED] 1712597097483795994 ('MKU', 'BID')
[REJECTED] 1712597097483795995 ('MKU', 'ASK')
[REJECTED] 1712597097483795996 ('IGM', 'BID')
[REJECTED] 1712597097483795997 ('IGM', 'ASK')
[REJECTED] 1712597097483795998 ('IGM', 'BID')
[REJECTED] 1712597097483795999 ('IGM', 'ASK')
[REJECTED] 1712597097483796000 ('IGM', 'BID')
[REJECTED] 1712597097483796001 ('IGM', 'ASK')
[REJECTED] 1712597097483796002 ('BRV', 'BID')
[REJECTED] 1712597097483796003 ('BRV', 'ASK')
[REJECTED] 1712597097483796004 ('BRV', 'BID')
[REJECTED] 1712597097483796005 ('BRV', 'ASK')
[REJECTED] 1712597097483796006 ('BRV', 'BID')
[REJECTED] 1712597097483796007 ('BRV', 'ASK')
[CANCELLED] 1712597097483795970 ('DLO', 'BID')
[CANCELLED] 1712597097483795976 ('BRV', 'BID')
[REJECTED] 1712597097483796008 ('SCP', 'BID')
[REJECTED] 1712597097483796009 ('SCP', 'BID')
[REJECTED] 1712597097483796010 ('SCP', 'BID')
[REJECTED] 1712597097483796011 ('SCP', 'BID')
[REJECTED] 1712597097483796012 ('EPT', 'BID')
[REJECTED] 1712597097483796013 ('EPT', 'ASK')
[REJECTED] 1712597097483796014 ('DLO', 'BID')
1712597097483796015 ('DLO', 'ASK') 3 4789 -1
[REJECTED] 1712597097483796016 ('MKU', 'BID')
[REJECTED] 1712597097483796017 ('MKU', 'ASK')
[REJECTED] 1712597097483796018 ('IGM', 'BID')
[REJECTED] 1712597097483796019 ('IGM', 'ASK')
[REJECTED] 1712597097483796021 ('EPT', 'BID')
[REJECTED] 1712597097483796022 ('EPT', 'ASK')
[REJECTED] 1712597097483796023 ('EPT', 'BID')
[REJECTED] 1712597097483796024 ('EPT', 'ASK')
[REJECTED] 1712597097483796025 ('EPT', 'BID')
[REJECTED] 1712597097483796026 ('EPT', 'ASK')
[REJECTED] 1712597097483796027 ('DLO', 'BID')
[REJECTED] 1712597097483796028 ('DLO', 'ASK')
[REJECTED] 1712597097483796029 ('DLO', 'BID')
[REJECTED] 1712597097483796030 ('DLO', 'ASK')
[REJECTED] 1712597097483796031 ('DLO', 'BID')
[REJECTED] 1712597097483796032 ('DLO', 'ASK')
[REJECTED] 1712597097483796033 ('MKU', 'BID')
[REJECTED] 1712597097483796034 ('MKU', 'ASK')
[REJECTED] 1712597097483796035 ('MKU', 'BID')
[REJECTED] 1712597097483796036 ('MKU', 'ASK')
[REJECTED] 1712597097483796037 ('MKU', 'BID')
[REJECTED] 1712597097483796038 ('MKU', 'ASK')
[REJECTED] 1712597097483796039 ('IGM', 'BID')
[REJECTED] 1712597097483796040 ('IGM', 'ASK')
[REJECTED] 1712597097483796041 ('IGM', 'BID')
[REJECTED] 1712597097483796042 ('IGM', 'ASK')
[REJECTED] 1712597097483796043 ('IGM', 'BID')
[REJECTED] 1712597097483796044 ('IGM', 'ASK')
[REJECTED] 1712597097483796045 ('BRV', 'BID')
[REJECTED] 1712597097483796046 ('BRV', 'BID')
[REJECTED] 1712597097483796047 ('BRV', 'BID')
[CANCELLED] 1712597097483796020 ('BRV', 'BID')
[REJECTED] 1712597097483796048 ('SCP', 'ASK')
[REJECTED] 1712597097483796049 ('SCP', 'ASK')
[REJECTED] 1712597097483796050 ('SCP', 'ASK')
[REJECTED] 1712597097483796051 ('SCP', 'ASK')
[REJECTED] 1712597097483796052 ('JAK', 'ASK')
[REJECTED] 1712597097483796053 ('JAK', 'ASK')
[REJECTED] 1712597097483796054 ('JAK', 'ASK')
[REJECTED] 1712597097483796055 ('EPT', 'BID')
[REJECTED] 1712597097483796056 ('EPT', 'ASK')
[REJECTED] 1712597097483796058 ('DLO', 'ASK')
[REJECTED] 1712597097483796059 ('MKU', 'BID')
[REJECTED] 1712597097483796060 ('MKU', 'ASK')
[REJECTED] 1712597097483796061 ('IGM', 'BID')
[REJECTED] 1712597097483796062 ('IGM', 'ASK')
[REJECTED] 1712597097483796063 ('BRV', 'BID')
[REJECTED] 1712597097483796064 ('EPT', 'BID')
[REJECTED] 1712597097483796065 ('EPT', 'ASK')
[REJECTED] 1712597097483796066 ('EPT', 'BID')
[REJECTED] 1712597097483796067 ('EPT', 'ASK')
[REJECTED] 1712597097483796068 ('EPT', 'BID')
[REJECTED] 1712597097483796069 ('EPT', 'ASK')
[REJECTED] 1712597097483796070 ('DLO', 'BID')
[REJECTED] 1712597097483796071 ('DLO', 'ASK')
[REJECTED] 1712597097483796072 ('DLO', 'BID')
[REJECTED] 1712597097483796073 ('DLO', 'ASK')
[REJECTED] 1712597097483796074 ('DLO', 'BID')
[REJECTED] 1712597097483796075 ('DLO', 'ASK')
[REJECTED] 1712597097483796076 ('MKU', 'BID')
[REJECTED] 1712597097483796077 ('MKU', 'ASK')
[REJECTED] 1712597097483796078 ('MKU', 'BID')
[REJECTED] 1712597097483796079 ('MKU', 'ASK')
[REJECTED] 1712597097483796080 ('MKU', 'BID')
[REJECTED] 1712597097483796081 ('MKU', 'ASK')
[REJECTED] 1712597097483796082 ('IGM', 'BID')
[REJECTED] 1712597097483796083 ('IGM', 'ASK')
[REJECTED] 1712597097483796084 ('IGM', 'BID')
[REJECTED] 1712597097483796085 ('IGM', 'ASK')
[REJECTED] 1712597097483796086 ('IGM', 'BID')
[REJECTED] 1712597097483796087 ('IGM', 'ASK')
[REJECTED] 1712597097483796088 ('BRV', 'BID')
[REJECTED] 1712597097483796089 ('BRV', 'BID')
[REJECTED] 1712597097483796090 ('BRV', 'BID')
[CANCELLED] 1712597097483796057 ('DLO', 'BID')
[REJECTED] 1712597097483796091 ('SCP', 'BID')
[REJECTED] 1712597097483796092 ('SCP', 'BID')
[REJECTED] 1712597097483796093 ('SCP', 'BID')
[REJECTED] 1712597097483796094 ('SCP', 'BID')
[REJECTED] 1712597097483796095 ('EPT', 'BID')
[REJECTED] 1712597097483796096 ('EPT', 'ASK')
[REJECTED] 1712597097483796097 ('DLO', 'BID')
1712597097483796098 ('DLO', 'ASK') 3 4846 -10
[REJECTED] 1712597097483796099 ('MKU', 'BID')
[REJECTED] 1712597097483796100 ('MKU', 'ASK')
[REJECTED] 1712597097483796101 ('IGM', 'BID')
[REJECTED] 1712597097483796102 ('IGM', 'ASK')
[REJECTED] 1712597097483796104 ('EPT', 'BID')
[REJECTED] 1712597097483796105 ('EPT', 'ASK')
[REJECTED] 1712597097483796106 ('EPT', 'BID')
[REJECTED] 1712597097483796107 ('EPT', 'ASK')
[REJECTED] 1712597097483796108 ('EPT', 'BID')
[REJECTED] 1712597097483796109 ('EPT', 'ASK')
[REJECTED] 1712597097483796110 ('DLO', 'BID')
[REJECTED] 1712597097483796111 ('DLO', 'ASK')
[REJECTED] 1712597097483796112 ('DLO', 'BID')
[REJECTED] 1712597097483796113 ('DLO', 'ASK')
[REJECTED] 1712597097483796114 ('DLO', 'BID')
[REJECTED] 1712597097483796115 ('DLO', 'ASK')
[REJECTED] 1712597097483796116 ('MKU', 'BID')
[REJECTED] 1712597097483796117 ('MKU', 'ASK')
[REJECTED] 1712597097483796118 ('MKU', 'BID')
[REJECTED] 1712597097483796119 ('MKU', 'ASK')
[REJECTED] 1712597097483796120 ('MKU', 'BID')
[REJECTED] 1712597097483796121 ('MKU', 'ASK')
[REJECTED] 1712597097483796122 ('IGM', 'BID')
[REJECTED] 1712597097483796123 ('IGM', 'ASK')
[REJECTED] 1712597097483796124 ('IGM', 'BID')
[REJECTED] 1712597097483796125 ('IGM', 'ASK')
[REJECTED] 1712597097483796126 ('IGM', 'BID')
[REJECTED] 1712597097483796127 ('IGM', 'ASK')
[REJECTED] 1712597097483796128 ('BRV', 'BID')
[REJECTED] 1712597097483796129 ('BRV', 'BID')
[CANCELLED] 1712597097483796103 ('BRV', 'BID')
[REJECTED] 1712597097483796130 ('SCP', 'BID')
[REJECTED] 1712597097483796131 ('SCP', 'BID')
[REJECTED] 1712597097483796132 ('SCP', 'BID')
[REJECTED] 1712597097483796133 ('SCP', 'BID')
[REJECTED] 1712597097483796134 ('EPT', 'BID')
[REJECTED] 1712597097483796135 ('EPT', 'ASK')
1712597097483796136 ('DLO', 'BID') 3 4845 2
[REJECTED] 1712597097483796138 ('MKU', 'BID')
[REJECTED] 1712597097483796139 ('MKU', 'ASK')
[REJECTED] 1712597097483796140 ('IGM', 'BID')
[REJECTED] 1712597097483796141 ('IGM', 'ASK')
[REJECTED] 1712597097483796143 ('EPT', 'BID')
[REJECTED] 1712597097483796144 ('EPT', 'ASK')
[REJECTED] 1712597097483796145 ('EPT', 'BID')
[REJECTED] 1712597097483796146 ('EPT', 'ASK')
[REJECTED] 1712597097483796147 ('EPT', 'BID')
[REJECTED] 1712597097483796148 ('EPT', 'ASK')
[REJECTED] 1712597097483796149 ('DLO', 'BID')
[REJECTED] 1712597097483796150 ('DLO', 'ASK')
[REJECTED] 1712597097483796151 ('DLO', 'BID')
[REJECTED] 1712597097483796152 ('DLO', 'ASK')
[REJECTED] 1712597097483796153 ('DLO', 'BID')
[REJECTED] 1712597097483796154 ('DLO', 'ASK')
[REJECTED] 1712597097483796155 ('MKU', 'BID')
[REJECTED] 1712597097483796156 ('MKU', 'ASK')
[REJECTED] 1712597097483796157 ('MKU', 'BID')
[REJECTED] 1712597097483796158 ('MKU', 'ASK')
[REJECTED] 1712597097483796159 ('MKU', 'BID')
[REJECTED] 1712597097483796160 ('MKU', 'ASK')
[REJECTED] 1712597097483796161 ('IGM', 'BID')
[REJECTED] 1712597097483796162 ('IGM', 'ASK')
