1712715879992584705 ('DLO', <Side.BUY: 1>) 1 4848 6
[CANCELLED] 1712715879992585487 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585489 ('BRV', <Side.SELL: 2>)
1712715879992585494 ('BRV', <Side.BUY: 1>) 1 4671 36
1712715879992585519 ('BRV', <Side.BUY: 1>) 2 4675 12
1712715879992585490 ('EPT', <Side.BUY: 1>) 1 4502 0
[CANCELLED] 1712715879992585495 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585496 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585498 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585499 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585500 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585501 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585502 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585503 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585504 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585505 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585506 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585507 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585508 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585509 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585510 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585511 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585512 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585513 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585514 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585515 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585516 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585517 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585518 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585520 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585521 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585522 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585523 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585524 ('BRV', <Side.SELL: 2>)
1712715879992585529 ('BRV', <Side.BUY: 1>) 1 4694 4
1712715879992585527 ('MKU', <Side.BUY: 1>) 1 4559 0
1712715879992585526 ('DLO', <Side.BUY: 1>) 1 4763 0
1712715879992585528 ('IGM', <Side.BUY: 1>) 1 5709 0
1712715879992585554 ('BRV', <Side.BUY: 1>) 2 4678 0
1712715879992585542 ('MKU', <Side.BUY: 1>) 2 4539 0
1712715879992585548 ('IGM', <Side.BUY: 1>) 2 5689 0
1712715879992585556 ('BRV', <Side.BUY: 1>) 2 4658 0
1712715879992585525 ('EPT', <Side.BUY: 1>) 1 4487 0
1712715879992585544 ('MKU', <Side.BUY: 1>) 2 4519 0
1712715879992585558 ('BRV', <Side.BUY: 1>) 1 4638 0
[CANCELLED] 1712715879992585530 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585531 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585532 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585533 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585534 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585535 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585536 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585537 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585538 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585539 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585540 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585541 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585543 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585545 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585546 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585547 ('MKU', <Side.SELL: 2>)
1712715879992585561 ('MKU', <Side.BUY: 1>) 1 4518 7
[CANCELLED] 1712715879992585549 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585550 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585551 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585552 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585553 ('IGM', <Side.SELL: 2>)
1712715879992585562 ('IGM', <Side.BUY: 1>) 1 5674 16
[CANCELLED] 1712715879992585555 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585557 ('BRV', <Side.SELL: 2>)
1712715879992585563 ('BRV', <Side.BUY: 1>) 1 4640 22
1712715879992585588 ('BRV', <Side.BUY: 1>) 2 4640 2
1712715879992585582 ('IGM', <Side.BUY: 1>) 2 5670 0
1712715879992585590 ('BRV', <Side.BUY: 1>) 2 4622 0
1712715879992585560 ('DLO', <Side.BUY: 1>) 1 4748 0
1712715879992585576 ('MKU', <Side.BUY: 1>) 2 4505 0
1712715879992585584 ('IGM', <Side.BUY: 1>) 2 5650 0
1712715879992585559 ('EPT', <Side.BUY: 1>) 1 4488 0
[CANCELLED] 1712715879992585564 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585565 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585566 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585567 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585568 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585569 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585570 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585571 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585572 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585573 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585574 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585575 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585577 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585578 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585579 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585580 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585581 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585583 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585585 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585586 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585587 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585589 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585591 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585592 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585593 ('BRV', <Side.SELL: 2>)
1712715879992585594 ('EPT', <Side.BUY: 1>) 1 4497 0
1712715879992585596 ('MKU', <Side.BUY: 1>) 1 4494 0
1712715879992585598 ('BRV', <Side.BUY: 1>) 1 4603 0
1712715879992585595 ('DLO', <Side.BUY: 1>) 1 4731 0
1712715879992585599 ('EPT', <Side.BUY: 1>) 2 4477 0
1712715879992585618 ('IGM', <Side.SELL: 2>) 2 5665 0
1712715879992585623 ('BRV', <Side.BUY: 1>) 2 4583 0
1712715879992585611 ('MKU', <Side.BUY: 1>) 2 4474 0
[CANCELLED] 1712715879992585600 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585601 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585602 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585603 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585604 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585605 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585606 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585607 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585608 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585609 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585610 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585612 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585613 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585614 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585615 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585616 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585597 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585617 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585619 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585620 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585621 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585622 ('IGM', <Side.SELL: 2>)
1712715879992585632 ('IGM', <Side.BUY: 1>) 1 5676 2
[CANCELLED] 1712715879992585624 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585625 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585626 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585627 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585628 ('BRV', <Side.SELL: 2>)
1712715879992585652 ('IGM', <Side.BUY: 1>) 2 5658 0
1712715879992585635 ('EPT', <Side.SELL: 2>) 2 4500 0
1712715879992585654 ('IGM', <Side.BUY: 1>) 2 5638 0
1712715879992585641 ('DLO', <Side.SELL: 2>) 2 4748 0
[CANCELLED] 1712715879992585629 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585634 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585636 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585637 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585638 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585639 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585630 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585640 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585642 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585643 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585644 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585645 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585631 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585646 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585647 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585648 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585649 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585650 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585651 ('MKU', <Side.SELL: 2>)
1712715879992585666 ('MKU', <Side.BUY: 1>) 1 4473 1
[CANCELLED] 1712715879992585653 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585655 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585656 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585657 ('IGM', <Side.SELL: 2>)
1712715879992585667 ('IGM', <Side.BUY: 1>) 1 5623 12
[CANCELLED] 1712715879992585633 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585658 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585659 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585660 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585661 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585662 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585663 ('BRV', <Side.SELL: 2>)
1712715879992585668 ('BRV', <Side.BUY: 1>) 1 4577 1
1712715879992585687 ('IGM', <Side.BUY: 1>) 2 5607 8
1712715879992585676 ('DLO', <Side.SELL: 2>) 2 4761 0
1712715879992585688 ('IGM', <Side.SELL: 2>) 2 5665 0
[CANCELLED] 1712715879992585664 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585669 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585670 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585671 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585672 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585673 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585674 ('EPT', <Side.SELL: 2>)
1712715879992585698 ('EPT', <Side.BUY: 1>) 1 4504 4
[CANCELLED] 1712715879992585665 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585675 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585677 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585678 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585679 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585680 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585681 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585682 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585683 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585684 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585685 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585686 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585689 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585690 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585691 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585692 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585693 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585694 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585695 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585696 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585697 ('BRV', <Side.BUY: 1>)
1712715879992585722 ('IGM', <Side.SELL: 2>) 2 5648 0
1712715879992585724 ('IGM', <Side.SELL: 2>) 2 5668 0
[CANCELLED] 1712715879992585703 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585704 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585705 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585706 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585707 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585708 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585699 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585709 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585710 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585711 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585712 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585713 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585714 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585700 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585715 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585716 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585717 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585718 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585719 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585720 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585701 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585721 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585723 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585725 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585726 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585702 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585727 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585728 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585729 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585730 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585731 ('BRV', <Side.BUY: 1>)
1712715879992585735 ('IGM', <Side.BUY: 1>) 1 5664 0
1712715879992585736 ('BRV', <Side.BUY: 1>) 1 4592 0
1712715879992585734 ('MKU', <Side.BUY: 1>) 1 4483 0
1712715879992585761 ('BRV', <Side.BUY: 1>) 2 4572 0
1712715879992585749 ('MKU', <Side.BUY: 1>) 2 4463 0
1712715879992585756 ('IGM', <Side.SELL: 2>) 2 5687 0
1712715879992585732 ('EPT', <Side.BUY: 1>) 1 4494 0
[CANCELLED] 1712715879992585737 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585738 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585739 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585740 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585741 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585742 ('EPT', <Side.SELL: 2>)
1712715879992585765 ('EPT', <Side.BUY: 1>) 1 4490 19
[CANCELLED] 1712715879992585733 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585743 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585744 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585745 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585746 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585747 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585748 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585750 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585751 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585752 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585753 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585754 ('MKU', <Side.SELL: 2>)
1712715879992585767 ('MKU', <Side.BUY: 1>) 1 4458 7
[CANCELLED] 1712715879992585755 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585757 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585758 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585759 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585760 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585762 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585763 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585764 ('BRV', <Side.SELL: 2>)
1712715879992585789 ('IGM', <Side.SELL: 2>) 2 5705 -27
1712715879992585791 ('IGM', <Side.SELL: 2>) 2 5705 -7
1712715879992585769 ('BRV', <Side.BUY: 1>) 1 4558 0
1712715879992585782 ('MKU', <Side.BUY: 1>) 2 4445 0
1712715879992585770 ('EPT', <Side.BUY: 1>) 2 4489 0
[CANCELLED] 1712715879992585771 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585772 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585773 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585774 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585775 ('EPT', <Side.SELL: 2>)
1712715879992585800 ('EPT', <Side.BUY: 1>) 1 4488 4
[CANCELLED] 1712715879992585766 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585776 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585777 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585778 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585779 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585780 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585781 ('DLO', <Side.SELL: 2>)
1712715879992585801 ('DLO', <Side.BUY: 1>) 1 4765 0
[CANCELLED] 1712715879992585783 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585784 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585785 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585786 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585787 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585768 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585788 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585790 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585792 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585793 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585794 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585795 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585796 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585797 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585798 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585799 ('BRV', <Side.SELL: 2>)
1712715879992585824 ('IGM', <Side.SELL: 2>) 2 5689 -3
1712715879992585826 ('IGM', <Side.SELL: 2>) 2 5706 0
1712715879992585830 ('BRV', <Side.SELL: 2>) 2 4565 0
1712715879992585818 ('MKU', <Side.SELL: 2>) 2 4473 0
[CANCELLED] 1712715879992585805 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585806 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585807 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585808 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585809 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585810 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585811 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585812 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585813 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585814 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585815 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585816 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585802 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585817 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585819 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585820 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585821 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585822 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585803 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585823 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585825 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585827 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585828 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585804 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585829 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585831 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585832 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585833 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585834 ('BRV', <Side.SELL: 2>)
1712715879992585838 ('IGM', <Side.BUY: 1>) 1 5706 0
1712715879992585839 ('BRV', <Side.BUY: 1>) 1 4548 0
1712715879992585841 ('EPT', <Side.SELL: 2>) 2 4530 0
1712715879992585858 ('IGM', <Side.BUY: 1>) 2 5686 0
1712715879992585836 ('DLO', <Side.BUY: 1>) 1 4759 0
1712715879992585864 ('BRV', <Side.BUY: 1>) 2 4528 0
1712715879992585843 ('EPT', <Side.SELL: 2>) 2 4550 0
1712715879992585853 ('MKU', <Side.SELL: 2>) 2 4479 0
[CANCELLED] 1712715879992585835 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585840 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585842 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585844 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585845 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585846 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585847 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585848 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585849 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585850 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585851 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585837 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585852 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585854 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585855 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585856 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585857 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585859 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585860 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585861 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585862 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585863 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585865 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585866 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585867 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585868 ('BRV', <Side.BUY: 1>)
1712715879992585899 ('BRV', <Side.SELL: 2>) 2 4570 -1
1712715879992585901 ('BRV', <Side.SELL: 2>) 2 4589 0
1712715879992585893 ('IGM', <Side.SELL: 2>) 2 5704 0
1712715879992585887 ('MKU', <Side.SELL: 2>) 2 4505 0
[CANCELLED] 1712715879992585869 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585874 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585875 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585876 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585877 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585878 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585879 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585870 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585880 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585881 ('DLO', <Side.SELL: 2>)
