1712715259482565892 ('BRV', <Side.BUY: 1>) 1 5384 4
[CANCELLED] 1712715259482568442 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568447 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568449 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568450 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568451 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568452 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568453 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568454 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568455 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568456 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568457 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568458 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568444 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568459 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568461 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568462 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568463 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568464 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568466 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568468 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568469 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568470 ('IGM', <Side.SELL: 2>)
1712715259482568480 ('IGM', <Side.BUY: 1>) 1 6473 3
[CANCELLED] 1712715259482568472 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568474 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568475 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568476 ('BRV', <Side.SELL: 2>)
1712715259482568481 ('BRV', <Side.BUY: 1>) 1 5464 4
1712715259482568479 ('MKU', <Side.BUY: 1>) 1 4884 0
1712715259482568478 ('DLO', <Side.BUY: 1>) 1 4932 0
1712715259482568500 ('IGM', <Side.BUY: 1>) 2 6456 0
1712715259482568506 ('BRV', <Side.BUY: 1>) 2 5448 0
1712715259482568495 ('MKU', <Side.SELL: 2>) 2 4906 0
[CANCELLED] 1712715259482568477 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568482 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568483 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568484 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568485 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568486 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568487 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568488 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568489 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568490 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568491 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568492 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568493 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568494 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568496 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568497 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568498 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568499 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568501 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568502 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568503 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568504 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568505 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568507 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568508 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568509 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568510 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568511 ('BRV', <Side.SELL: 2>)
1712715259482568530 ('MKU', <Side.SELL: 2>) 2 4918 -6
1712715259482568524 ('DLO', <Side.SELL: 2>) 2 4953 0
1712715259482568536 ('IGM', <Side.SELL: 2>) 2 6498 -3
1712715259482568542 ('BRV', <Side.SELL: 2>) 2 5500 -24
1712715259482568544 ('BRV', <Side.SELL: 2>) 2 5500 -4
1712715259482568518 ('EPT', <Side.SELL: 2>) 2 4093 0
1712715259482568532 ('MKU', <Side.SELL: 2>) 2 4932 0
1712715259482568534 ('MKU', <Side.SELL: 2>) 2 4952 0
1712715259482568526 ('DLO', <Side.SELL: 2>) 2 4973 0
1712715259482568520 ('EPT', <Side.SELL: 2>) 2 4113 0
[CANCELLED] 1712715259482568512 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568517 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568519 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568521 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568522 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568513 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568523 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568525 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568527 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568528 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568514 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568529 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568531 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568533 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568515 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568535 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568537 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568538 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568539 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568540 ('IGM', <Side.SELL: 2>)
1712715259482568549 ('IGM', <Side.BUY: 1>) 1 6502 3
[CANCELLED] 1712715259482568516 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568541 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568543 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568545 ('BRV', <Side.BUY: 1>)
1712715259482568564 ('MKU', <Side.SELL: 2>) 2 4989 -1
1712715259482568576 ('BRV', <Side.SELL: 2>) 2 5581 -17
1712715259482568578 ('BRV', <Side.SELL: 2>) 2 5584 0
1712715259482568546 ('EPT', <Side.BUY: 1>) 1 4111 0
1712715259482568580 ('BRV', <Side.SELL: 2>) 2 5604 0
1712715259482568551 ('EPT', <Side.BUY: 1>) 2 4091 0
[CANCELLED] 1712715259482568552 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568553 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568554 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568555 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568556 ('EPT', <Side.SELL: 2>)
1712715259482568581 ('EPT', <Side.BUY: 1>) 1 4088 4
[CANCELLED] 1712715259482568547 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568557 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568558 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568559 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568560 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568561 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568562 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568548 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568563 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568565 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568566 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568567 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568568 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568569 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568570 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568571 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568572 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568573 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568574 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568550 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568575 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568577 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568579 ('BRV', <Side.BUY: 1>)
1712715259482568586 ('EPT', <Side.BUY: 1>) 2 4072 0
1712715259482568611 ('BRV', <Side.SELL: 2>) 2 5631 0
1712715259482568613 ('BRV', <Side.SELL: 2>) 2 5651 0
1712715259482568605 ('IGM', <Side.SELL: 2>) 2 6541 0
[CANCELLED] 1712715259482568587 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568588 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568589 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568590 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568591 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568582 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568592 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568593 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568594 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568595 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568596 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568597 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568583 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568598 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568599 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568600 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568601 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568602 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568603 ('MKU', <Side.SELL: 2>)
1712715259482568618 ('MKU', <Side.BUY: 1>) 1 5012 4
[CANCELLED] 1712715259482568584 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568604 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568606 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568607 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568608 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568609 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568585 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568610 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568612 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568614 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568615 ('BRV', <Side.SELL: 2>)
1712715259482568620 ('BRV', <Side.BUY: 1>) 1 5661 5
1712715259482568633 ('MKU', <Side.BUY: 1>) 2 4996 0
1712715259482568616 ('EPT', <Side.BUY: 1>) 1 4053 0
1712715259482568645 ('BRV', <Side.BUY: 1>) 2 5646 0
1712715259482568617 ('DLO', <Side.BUY: 1>) 1 5003 0
1712715259482568647 ('BRV', <Side.BUY: 1>) 2 5626 0
1712715259482568635 ('MKU', <Side.BUY: 1>) 2 4976 0
1712715259482568621 ('EPT', <Side.BUY: 1>) 2 4033 0
1712715259482568649 ('BRV', <Side.BUY: 1>) 2 5606 0
1712715259482568637 ('MKU', <Side.BUY: 1>) 2 4956 0
1712715259482568627 ('DLO', <Side.BUY: 1>) 2 4983 0
[CANCELLED] 1712715259482568622 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568623 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568624 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568625 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568626 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568628 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568629 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568630 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568631 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568632 ('DLO', <Side.SELL: 2>)
1712715259482568652 ('DLO', <Side.BUY: 1>) 1 4973 11
[CANCELLED] 1712715259482568634 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568636 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568638 ('MKU', <Side.SELL: 2>)
1712715259482568653 ('MKU', <Side.BUY: 1>) 1 4929 27
[CANCELLED] 1712715259482568619 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568639 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568640 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568641 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568642 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568643 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568644 ('IGM', <Side.SELL: 2>)
1712715259482568654 ('IGM', <Side.BUY: 1>) 1 6570 8
[CANCELLED] 1712715259482568646 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568648 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568650 ('BRV', <Side.SELL: 2>)
1712715259482568655 ('BRV', <Side.BUY: 1>) 1 5563 29
1712715259482568668 ('MKU', <Side.BUY: 1>) 2 4929 7
1712715259482568680 ('BRV', <Side.BUY: 1>) 2 5563 9
1712715259482568674 ('IGM', <Side.BUY: 1>) 2 6558 0
1712715259482568682 ('BRV', <Side.BUY: 1>) 2 5552 0
1712715259482568676 ('IGM', <Side.BUY: 1>) 2 6538 0
1712715259482568678 ('IGM', <Side.BUY: 1>) 2 6518 0
1712715259482568684 ('BRV', <Side.BUY: 1>) 2 5532 0
1712715259482568657 ('EPT', <Side.SELL: 2>) 2 4056 0
1712715259482568662 ('DLO', <Side.BUY: 1>) 2 4964 0
[CANCELLED] 1712715259482568651 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568656 ('EPT', <Side.BUY: 1>)
1712715259482568659 ('EPT', <Side.SELL: 2>) 2 4076 0
[CANCELLED] 1712715259482568658 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568660 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568661 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568663 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568664 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568665 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568666 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568667 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568669 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568670 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568671 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568672 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568673 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568675 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568677 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568679 ('IGM', <Side.SELL: 2>)
1712715259482568689 ('IGM', <Side.BUY: 1>) 1 6472 18
[CANCELLED] 1712715259482568681 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568683 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568685 ('BRV', <Side.SELL: 2>)
1712715259482568690 ('BRV', <Side.BUY: 1>) 1 5520 6
1712715259482568692 ('EPT', <Side.SELL: 2>) 2 4077 -1
1712715259482568709 ('IGM', <Side.BUY: 1>) 2 6470 0
1712715259482568694 ('EPT', <Side.SELL: 2>) 2 4096 0
1712715259482568711 ('IGM', <Side.BUY: 1>) 2 6450 0
1712715259482568713 ('IGM', <Side.BUY: 1>) 2 6430 0
1712715259482568687 ('DLO', <Side.BUY: 1>) 1 4964 0
[CANCELLED] 1712715259482568686 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568691 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568693 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568695 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568696 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568697 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568698 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568699 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568700 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568701 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568702 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568688 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568703 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568704 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568705 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568706 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568707 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568708 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568710 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568712 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568714 ('IGM', <Side.SELL: 2>)
1712715259482568724 ('IGM', <Side.BUY: 1>) 1 6427 30
[CANCELLED] 1712715259482568715 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568716 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568717 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568718 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568719 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568720 ('BRV', <Side.SELL: 2>)
1712715259482568744 ('IGM', <Side.BUY: 1>) 2 6429 8
1712715259482568746 ('IGM', <Side.BUY: 1>) 2 6417 0
1712715259482568722 ('DLO', <Side.BUY: 1>) 1 4965 0
1712715259482568727 ('EPT', <Side.SELL: 2>) 2 4115 0
1712715259482568725 ('BRV', <Side.BUY: 1>) 1 5515 0
1712715259482568748 ('IGM', <Side.BUY: 1>) 2 6397 0
1712715259482568732 ('DLO', <Side.BUY: 1>) 2 4945 0
[CANCELLED] 1712715259482568721 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568726 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568728 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568729 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568730 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568731 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568733 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568734 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568735 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568736 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568737 ('DLO', <Side.SELL: 2>)
1712715259482568755 ('DLO', <Side.BUY: 1>) 1 4938 28
[CANCELLED] 1712715259482568723 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568738 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568739 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568740 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568741 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568742 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568743 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568745 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568747 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568749 ('IGM', <Side.SELL: 2>)
1712715259482568757 ('IGM', <Side.BUY: 1>) 1 6375 43
[CANCELLED] 1712715259482568750 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568751 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568752 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568753 ('BRV', <Side.SELL: 2>)
1712715259482568758 ('BRV', <Side.BUY: 1>) 1 5504 17
1712715259482568765 ('DLO', <Side.BUY: 1>) 2 4938 8
1712715259482568777 ('IGM', <Side.BUY: 1>) 2 6375 23
1712715259482568779 ('IGM', <Side.BUY: 1>) 2 6375 3
1712715259482568783 ('BRV', <Side.BUY: 1>) 2 5501 0
1712715259482568754 ('EPT', <Side.BUY: 1>) 1 4098 0
1712715259482568784 ('BRV', <Side.SELL: 2>) 2 5544 0
1712715259482568778 ('IGM', <Side.SELL: 2>) 2 6456 0
1712715259482568759 ('EPT', <Side.BUY: 1>) 2 4078 0
1712715259482568772 ('MKU', <Side.SELL: 2>) 2 4968 0
1712715259482568786 ('BRV', <Side.SELL: 2>) 1 5564 0
[CANCELLED] 1712715259482568760 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568761 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568762 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568763 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568764 ('EPT', <Side.SELL: 2>)
1712715259482568787 ('EPT', <Side.BUY: 1>) 1 4083 35
[CANCELLED] 1712715259482568766 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568767 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568768 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568769 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568770 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568756 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568771 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568773 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568774 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568775 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568776 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568780 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568781 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568782 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568785 ('BRV', <Side.BUY: 1>)
1712715259482568792 ('EPT', <Side.BUY: 1>) 2 4083 15
1712715259482568805 ('MKU', <Side.SELL: 2>) 2 4980 -19
1712715259482568811 ('IGM', <Side.SELL: 2>) 2 6442 -45
1712715259482568813 ('IGM', <Side.SELL: 2>) 2 6442 -25
1712715259482568815 ('IGM', <Side.SELL: 2>) 2 6442 -5
1712715259482568817 ('BRV', <Side.SELL: 2>) 2 5581 -61
1712715259482568819 ('BRV', <Side.SELL: 2>) 2 5581 -41
1712715259482568821 ('BRV', <Side.SELL: 2>) 2 5581 -21
1712715259482568807 ('MKU', <Side.SELL: 2>) 2 4981 0
1712715259482568794 ('EPT', <Side.BUY: 1>) 2 4078 0
[CANCELLED] 1712715259482568793 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568795 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568796 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568797 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568788 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568798 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568799 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568800 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568801 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568802 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568803 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568789 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568804 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568806 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568808 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568809 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568790 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568810 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568812 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568814 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568791 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568816 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568818 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568820 ('BRV', <Side.BUY: 1>)
1712715259482568852 ('BRV', <Side.SELL: 2>) 2 5602 -2
1712715259482568846 ('IGM', <Side.SELL: 2>) 2 6499 0
1712715259482568840 ('MKU', <Side.SELL: 2>) 2 4992 0
1712715259482568854 ('BRV', <Side.SELL: 2>) 2 5620 0
1712715259482568848 ('IGM', <Side.SELL: 2>) 2 6519 0
1712715259482568856 ('BRV', <Side.SELL: 2>) 2 5640 0
1712715259482568822 ('EPT', <Side.BUY: 1>) 1 4069 0
[CANCELLED] 1712715259482568827 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568828 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568829 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568830 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568831 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568832 ('EPT', <Side.SELL: 2>)
1712715259482568857 ('EPT', <Side.BUY: 1>) 1 4065 5
[CANCELLED] 1712715259482568823 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568833 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568834 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568835 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568836 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568837 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568838 ('DLO', <Side.SELL: 2>)
1712715259482568858 ('DLO', <Side.BUY: 1>) 1 4960 7
