1712716795001059331 ('IGM', <Side.BUY: 1>) 1 5801 0
[CANCELLED] 1712716795001060111 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060112 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060113 ('IGM', <Side.SELL: 2>)
1712716795001060119 ('IGM', <Side.BUY: 1>) 1 6194 12
[CANCELLED] 1712716795001060115 ('BRV', <Side.SELL: 2>)
1712716795001060117 ('DLO', <Side.BUY: 1>) 1 5303 0
1712716795001060146 ('BRV', <Side.SELL: 2>) 2 6209 0
1712716795001060134 ('MKU', <Side.SELL: 2>) 2 5668 0
1712716795001060148 ('BRV', <Side.SELL: 2>) 2 6229 0
[CANCELLED] 1712716795001060116 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060121 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060122 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060123 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060124 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060125 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060126 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060127 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060128 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060129 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060130 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060131 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060132 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060118 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060133 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060135 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060136 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060137 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060138 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060139 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060140 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060141 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060142 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060143 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060144 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060120 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060145 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060147 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060149 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060150 ('BRV', <Side.SELL: 2>)
1712716795001060169 ('MKU', <Side.SELL: 2>) 2 5684 -2
1712716795001060181 ('BRV', <Side.SELL: 2>) 2 6238 -7
1712716795001060154 ('IGM', <Side.BUY: 1>) 1 6187 0
1712716795001060157 ('EPT', <Side.SELL: 2>) 2 4611 0
1712716795001060175 ('IGM', <Side.SELL: 2>) 2 6212 0
[CANCELLED] 1712716795001060151 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060156 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060158 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060159 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060160 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060161 ('EPT', <Side.SELL: 2>)
1712716795001060182 ('EPT', <Side.BUY: 1>) 1 4582 31
[CANCELLED] 1712716795001060152 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060162 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060163 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060164 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060165 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060166 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060167 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060153 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060168 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060170 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060171 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060172 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060173 ('MKU', <Side.SELL: 2>)
1712716795001060184 ('MKU', <Side.BUY: 1>) 1 5665 19
[CANCELLED] 1712716795001060174 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060176 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060177 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060178 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060179 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060155 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060180 ('BRV', <Side.BUY: 1>)
1712716795001060186 ('BRV', <Side.BUY: 1>) 1 6229 5
1712716795001060187 ('EPT', <Side.BUY: 1>) 2 4576 17
1712716795001060199 ('MKU', <Side.BUY: 1>) 2 5664 0
1712716795001060189 ('EPT', <Side.BUY: 1>) 2 4573 0
1712716795001060212 ('BRV', <Side.SELL: 2>) 2 6256 0
1712716795001060214 ('BRV', <Side.SELL: 2>) 2 6276 0
1712716795001060216 ('BRV', <Side.SELL: 2>) 2 6296 0
1712716795001060200 ('MKU', <Side.SELL: 2>) 2 5716 0
[CANCELLED] 1712716795001060188 ('EPT', <Side.SELL: 2>)
1712716795001060194 ('DLO', <Side.SELL: 2>) 2 5331 0
[CANCELLED] 1712716795001060190 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060191 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060192 ('EPT', <Side.SELL: 2>)
1712716795001060217 ('EPT', <Side.BUY: 1>) 1 4565 15
[CANCELLED] 1712716795001060183 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060193 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060195 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060196 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060197 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060198 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060201 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060202 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060203 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060204 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060185 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060205 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060206 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060207 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060208 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060209 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060210 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060211 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060213 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060215 ('BRV', <Side.BUY: 1>)
1712716795001060220 ('IGM', <Side.BUY: 1>) 1 6180 0
[CANCELLED] 1712716795001060222 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060218 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060219 ('MKU', <Side.BUY: 1>)
1712716795001060226 ('IGM', <Side.BUY: 1>) 1 6134 57
[CANCELLED] 1712716795001060221 ('BRV', <Side.BUY: 1>)
1712716795001060229 ('EPT', <Side.SELL: 2>) 2 4601 -1
1712716795001060246 ('IGM', <Side.BUY: 1>) 2 6134 37
1712716795001060248 ('IGM', <Side.BUY: 1>) 2 6134 17
1712716795001060224 ('DLO', <Side.BUY: 1>) 1 5320 0
1712716795001060227 ('BRV', <Side.BUY: 1>) 1 6280 0
1712716795001060250 ('IGM', <Side.BUY: 1>) 2 6131 0
1712716795001060252 ('BRV', <Side.BUY: 1>) 2 6260 0
1712716795001060225 ('MKU', <Side.BUY: 1>) 1 5695 0
1712716795001060234 ('DLO', <Side.BUY: 1>) 2 5300 0
1712716795001060240 ('MKU', <Side.BUY: 1>) 2 5675 0
1712716795001060254 ('BRV', <Side.BUY: 1>) 2 6240 0
1712716795001060256 ('BRV', <Side.BUY: 1>) 2 6220 0
1712716795001060242 ('MKU', <Side.BUY: 1>) 2 5655 0
[CANCELLED] 1712716795001060223 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060228 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060230 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060231 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060232 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060233 ('EPT', <Side.SELL: 2>)
1712716795001060257 ('EPT', <Side.BUY: 1>) 1 4592 10
[CANCELLED] 1712716795001060235 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060236 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060237 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060238 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060239 ('DLO', <Side.SELL: 2>)
1712716795001060258 ('DLO', <Side.BUY: 1>) 1 5285 22
[CANCELLED] 1712716795001060241 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060243 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060244 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060245 ('MKU', <Side.SELL: 2>)
1712716795001060259 ('MKU', <Side.BUY: 1>) 1 5652 50
[CANCELLED] 1712716795001060247 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060249 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060251 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060253 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060255 ('BRV', <Side.SELL: 2>)
1712716795001060261 ('BRV', <Side.BUY: 1>) 1 6202 63
1712716795001060268 ('DLO', <Side.BUY: 1>) 2 5285 2
1712716795001060274 ('MKU', <Side.BUY: 1>) 2 5641 41
1712716795001060276 ('MKU', <Side.BUY: 1>) 2 5641 21
1712716795001060278 ('MKU', <Side.BUY: 1>) 2 5641 1
1712716795001060286 ('BRV', <Side.BUY: 1>) 2 6180 65
1712716795001060288 ('BRV', <Side.BUY: 1>) 2 6180 45
1712716795001060290 ('BRV', <Side.BUY: 1>) 2 6180 25
1712716795001060262 ('EPT', <Side.BUY: 1>) 2 4582 0
1712716795001060281 ('IGM', <Side.SELL: 2>) 2 6152 0
[CANCELLED] 1712716795001060263 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060264 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060265 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060266 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060267 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060269 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060270 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060271 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060272 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060273 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060275 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060277 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060279 ('MKU', <Side.SELL: 2>)
1712716795001060294 ('MKU', <Side.BUY: 1>) 1 5617 2
[CANCELLED] 1712716795001060260 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060280 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060282 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060283 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060284 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060285 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060287 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060289 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060291 ('BRV', <Side.SELL: 2>)
1712716795001060296 ('BRV', <Side.BUY: 1>) 1 6157 13
1712716795001060321 ('BRV', <Side.BUY: 1>) 2 6150 0
1712716795001060293 ('DLO', <Side.BUY: 1>) 1 5274 0
1712716795001060309 ('MKU', <Side.BUY: 1>) 2 5599 0
1712716795001060323 ('BRV', <Side.BUY: 1>) 2 6130 0
1712716795001060292 ('EPT', <Side.BUY: 1>) 1 4567 0
1712716795001060311 ('MKU', <Side.BUY: 1>) 2 5579 0
1712716795001060325 ('BRV', <Side.BUY: 1>) 2 6110 0
[CANCELLED] 1712716795001060297 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060298 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060299 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060300 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060301 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060302 ('EPT', <Side.SELL: 2>)
1712716795001060327 ('EPT', <Side.BUY: 1>) 1 4548 19
[CANCELLED] 1712716795001060303 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060304 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060305 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060306 ('DLO', <Side.SELL: 2>)
1712716795001060295 ('IGM', <Side.BUY: 1>) 1 6144 0
[CANCELLED] 1712716795001060307 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060308 ('DLO', <Side.SELL: 2>)
1712716795001060328 ('DLO', <Side.BUY: 1>) 1 5257 3
[CANCELLED] 1712716795001060310 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060312 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060313 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060314 ('MKU', <Side.SELL: 2>)
1712716795001060329 ('MKU', <Side.BUY: 1>) 1 5573 27
[CANCELLED] 1712716795001060315 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060316 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060317 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060318 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060319 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060320 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060322 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060324 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060326 ('BRV', <Side.SELL: 2>)
1712716795001060331 ('BRV', <Side.BUY: 1>) 1 6127 3
1712716795001060332 ('EPT', <Side.BUY: 1>) 2 4543 4
1712716795001060344 ('MKU', <Side.BUY: 1>) 2 5577 3
1712716795001060330 ('IGM', <Side.BUY: 1>) 1 6156 0
1712716795001060338 ('DLO', <Side.BUY: 1>) 2 5240 0
1712716795001060356 ('BRV', <Side.BUY: 1>) 2 6110 0
1712716795001060358 ('BRV', <Side.BUY: 1>) 2 6090 0
1712716795001060346 ('MKU', <Side.BUY: 1>) 2 5560 0
1712716795001060360 ('BRV', <Side.BUY: 1>) 1 6070 0
1712716795001060348 ('MKU', <Side.BUY: 1>) 2 5540 0
1712716795001060350 ('IGM', <Side.BUY: 1>) 2 6136 0
[CANCELLED] 1712716795001060333 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060334 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060335 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060336 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060337 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060339 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060340 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060341 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060342 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060343 ('DLO', <Side.SELL: 2>)
1712716795001060362 ('DLO', <Side.BUY: 1>) 1 5240 4
[CANCELLED] 1712716795001060345 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060347 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060349 ('MKU', <Side.SELL: 2>)
1712716795001060363 ('MKU', <Side.BUY: 1>) 1 5550 10
[CANCELLED] 1712716795001060351 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060352 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060353 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060354 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060355 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060357 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060359 ('BRV', <Side.SELL: 2>)
1712716795001060365 ('BRV', <Side.BUY: 1>) 1 6086 18
1712716795001060364 ('IGM', <Side.BUY: 1>) 1 6147 0
1712716795001060378 ('MKU', <Side.BUY: 1>) 2 5540 0
1712716795001060384 ('IGM', <Side.BUY: 1>) 2 6127 0
1712716795001060372 ('DLO', <Side.BUY: 1>) 2 5224 0
[CANCELLED] 1712716795001060361 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060366 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060367 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060368 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060369 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060370 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060371 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060373 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060374 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060375 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060376 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060377 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060379 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060380 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060381 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060382 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060383 ('MKU', <Side.SELL: 2>)
1712716795001060388 ('IGM', <Side.BUY: 1>) 1 6103 32
1712716795001060389 ('BRV', <Side.BUY: 1>) 1 6085 0
1712716795001060387 ('MKU', <Side.BUY: 1>) 1 5541 0
1712716795001060386 ('DLO', <Side.BUY: 1>) 1 5227 0
1712716795001060391 ('EPT', <Side.SELL: 2>) 2 4567 0
1712716795001060402 ('MKU', <Side.BUY: 1>) 2 5521 0
[CANCELLED] 1712716795001060385 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060390 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060392 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060393 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060394 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060395 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060396 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060397 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060398 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060399 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060400 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060401 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060403 ('MKU', <Side.SELL: 2>)
1712716795001060406 ('MKU', <Side.BUY: 1>) 1 5510 12
1712716795001060407 ('IGM', <Side.BUY: 1>) 1 6046 52
1712716795001060408 ('BRV', <Side.BUY: 1>) 1 6005 29
1712716795001060427 ('IGM', <Side.BUY: 1>) 2 6046 32
1712716795001060429 ('IGM', <Side.BUY: 1>) 2 6046 12
1712716795001060433 ('BRV', <Side.BUY: 1>) 2 6005 9
1712716795001060405 ('DLO', <Side.BUY: 1>) 1 5213 0
1712716795001060421 ('MKU', <Side.BUY: 1>) 2 5502 0
1712716795001060431 ('IGM', <Side.BUY: 1>) 2 6038 0
1712716795001060423 ('MKU', <Side.BUY: 1>) 2 5482 0
1712716795001060410 ('EPT', <Side.SELL: 2>) 2 4582 0
1712716795001060415 ('DLO', <Side.BUY: 1>) 2 5193 0
1712716795001060412 ('EPT', <Side.SELL: 2>) 2 4602 0
[CANCELLED] 1712716795001060404 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060409 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060411 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060413 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060414 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060416 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060417 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060418 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060419 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060420 ('DLO', <Side.SELL: 2>)
1712716795001060435 ('DLO', <Side.BUY: 1>) 1 5193 18
[CANCELLED] 1712716795001060422 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060424 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060425 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060426 ('MKU', <Side.SELL: 2>)
1712716795001060436 ('MKU', <Side.BUY: 1>) 1 5467 55
[CANCELLED] 1712716795001060428 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060430 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060432 ('IGM', <Side.SELL: 2>)
1712716795001060437 ('IGM', <Side.BUY: 1>) 1 5959 87
1712716795001060438 ('BRV', <Side.BUY: 1>) 1 5919 102
1712716795001060451 ('MKU', <Side.BUY: 1>) 2 5467 35
1712716795001060453 ('MKU', <Side.BUY: 1>) 2 5467 15
1712716795001060440 ('EPT', <Side.SELL: 2>) 2 4604 0
1712716795001060442 ('EPT', <Side.SELL: 2>) 2 4624 0
[CANCELLED] 1712716795001060434 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060439 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060441 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060443 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060445 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060446 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060447 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060448 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060449 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060450 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060452 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060454 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060455 ('MKU', <Side.BUY: 1>)
1712716795001060459 ('IGM', <Side.BUY: 1>) 1 5901 34
1712716795001060460 ('BRV', <Side.BUY: 1>) 1 5894 2
1712716795001060462 ('EPT', <Side.SELL: 2>) 2 4641 0
1712716795001060479 ('IGM', <Side.BUY: 1>) 2 5901 14
1712716795001060444 ('EPT', <Side.SELL: 2>) 2 4644 0
1712716795001060458 ('MKU', <Side.BUY: 1>) 1 5463 0
1712716795001060485 ('BRV', <Side.BUY: 1>) 2 5876 0
1712716795001060481 ('IGM', <Side.BUY: 1>) 2 5895 0
1712716795001060483 ('IGM', <Side.BUY: 1>) 2 5875 0
[CANCELLED] 1712716795001060456 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060461 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060463 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060464 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060465 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060466 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060457 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060467 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060468 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060469 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060470 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060471 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060472 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060473 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060474 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060475 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060476 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060477 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060478 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060480 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060482 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060484 ('IGM', <Side.SELL: 2>)
1712716795001060494 ('IGM', <Side.BUY: 1>) 1 5874 25
[CANCELLED] 1712716795001060486 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060487 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060488 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060489 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060490 ('BRV', <Side.SELL: 2>)
1712716795001060495 ('BRV', <Side.BUY: 1>) 1 5878 6
1712716795001060514 ('IGM', <Side.BUY: 1>) 2 5879 0
1712716795001060520 ('BRV', <Side.BUY: 1>) 2 5864 0
1712716795001060497 ('EPT', <Side.SELL: 2>) 2 4671 0
1712716795001060493 ('MKU', <Side.BUY: 1>) 1 5454 0
1712716795001060516 ('IGM', <Side.BUY: 1>) 2 5859 0
1712716795001060518 ('IGM', <Side.BUY: 1>) 2 5839 0
[CANCELLED] 1712716795001060491 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060496 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060498 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060499 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060500 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060501 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060492 ('DLO', <Side.BUY: 1>)
