1712717966233274882 ('MKU', <Side.BUY: 1>) 1 5036 1
[CANCELLED] 1712717966233280380 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280381 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280367 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280382 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280383 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280384 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280385 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280386 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280387 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280369 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280394 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280395 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280396 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280397 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280398 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280399 ('BRV', <Side.SELL: 2>)
1712717966233280400 ('EPT', <Side.BUY: 1>) 1 5074 0
1712717966233280430 ('BRV', <Side.SELL: 2>) 2 5191 0
1712717966233280424 ('IGM', <Side.SELL: 2>) 2 4862 0
1712717966233280432 ('BRV', <Side.SELL: 2>) 2 5211 0
1712717966233280405 ('EPT', <Side.BUY: 1>) 2 5054 0
1712717966233280434 ('BRV', <Side.SELL: 2>) 2 5231 0
1712717966233280426 ('IGM', <Side.SELL: 2>) 2 4882 0
1712717966233280428 ('IGM', <Side.SELL: 2>) 2 4902 0
1712717966233280418 ('MKU', <Side.SELL: 2>) 2 5167 0
[CANCELLED] 1712717966233280406 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280407 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280408 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280409 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280410 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280401 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280411 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280412 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280413 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280414 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280415 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280416 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280402 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280417 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280419 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280420 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280421 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280422 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280403 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280423 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280425 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280427 ('IGM', <Side.BUY: 1>)
1712717966233280438 ('IGM', <Side.BUY: 1>) 2 4909 2
[CANCELLED] 1712717966233280404 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280429 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280431 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280433 ('BRV', <Side.BUY: 1>)
1712717966233280439 ('BRV', <Side.BUY: 1>) 2 5228 12
1712717966233280441 ('EPT', <Side.SELL: 2>) 2 5059 0
1712717966233280437 ('MKU', <Side.BUY: 1>) 3 5168 0
1712717966233280464 ('BRV', <Side.BUY: 1>) 2 5220 0
1712717966233280458 ('IGM', <Side.BUY: 1>) 2 4891 0
1712717966233280443 ('EPT', <Side.SELL: 2>) 2 5079 0
1712717966233280460 ('IGM', <Side.BUY: 1>) 2 4871 0
1712717966233280462 ('IGM', <Side.BUY: 1>) 2 4851 0
1712717966233280436 ('DLO', <Side.BUY: 1>) 1 5120 0
1712717966233280445 ('EPT', <Side.SELL: 2>) 2 5099 0
[CANCELLED] 1712717966233280435 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280440 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280442 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280444 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280446 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280447 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280448 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280449 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280450 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280451 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280452 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280453 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280454 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280455 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280456 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280457 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280459 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280461 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280463 ('IGM', <Side.SELL: 2>)
1712717966233280473 ('IGM', <Side.BUY: 1>) 1 4851 21
[CANCELLED] 1712717966233280465 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280466 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280467 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280468 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280469 ('BRV', <Side.SELL: 2>)
1712717966233280493 ('IGM', <Side.BUY: 1>) 2 4851 1
[REJECTED] 1712717966233280495 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712717966233280497 ('IGM', <Side.BUY: 1>)
1712717966233280476 ('EPT', <Side.SELL: 2>) 2 5113 0
1712717966233280474 ('BRV', <Side.BUY: 1>) 1 5201 0
[CANCELLED] 1712717966233280470 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280475 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280477 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280478 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280479 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280480 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280471 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280481 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280482 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280483 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280484 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280485 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280486 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280472 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280487 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280488 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280489 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280490 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280491 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280492 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280494 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280496 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280498 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280499 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280500 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280501 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280502 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280503 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280504 ('BRV', <Side.SELL: 2>)
1712717966233280508 ('BRV', <Side.BUY: 1>) 1 5187 0
1712717966233280507 ('MKU', <Side.BUY: 1>) 3 5181 0
1712717966233280506 ('DLO', <Side.BUY: 1>) 1 5122 0
1712717966233280530 ('BRV', <Side.BUY: 1>) 2 5167 0
1712717966233280510 ('EPT', <Side.SELL: 2>) 2 5152 0
1712717966233280532 ('BRV', <Side.BUY: 1>) 2 5147 0
[CANCELLED] 1712717966233280505 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280509 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280511 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280512 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280513 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280514 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280515 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280516 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280517 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280518 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280519 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280520 ('DLO', <Side.SELL: 2>)
1712717966233280537 ('DLO', <Side.BUY: 1>) 1 5113 10
[CANCELLED] 1712717966233280521 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280522 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280523 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280524 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280525 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280526 ('MKU', <Side.SELL: 2>)
1712717966233280538 ('MKU', <Side.BUY: 1>) 3 5172 10
[CANCELLED] 1712717966233280527 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280528 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280529 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280531 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280533 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280534 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280535 ('BRV', <Side.SELL: 2>)
1712717966233280539 ('BRV', <Side.BUY: 1>) 1 5143 31
[REJECTED] 1712717966233280561 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233280563 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233280565 ('BRV', <Side.BUY: 1>)
1712717966233280553 ('MKU', <Side.SELL: 2>) 2 5209 0
[CANCELLED] 1712717966233280536 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280540 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280541 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280542 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280543 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280544 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280545 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280546 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280547 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280548 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280549 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280550 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280551 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280552 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280554 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280555 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280556 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280557 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280558 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280559 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280560 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280562 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280564 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280566 ('BRV', <Side.SELL: 2>)
1712717966233280567 ('EPT', <Side.BUY: 1>) 1 5169 0
[CANCELLED] 1712717966233280570 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280571 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280572 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280573 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280574 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280575 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280568 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280576 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280577 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280578 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280579 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280580 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280581 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280569 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280582 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280583 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280584 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280585 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280586 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280587 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280588 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280589 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280590 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280591 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280592 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280593 ('BRV', <Side.SELL: 2>)
1712717966233280594 ('EPT', <Side.BUY: 1>) 1 5163 0
1712717966233280618 ('BRV', <Side.SELL: 2>) 2 5234 0
1712717966233280615 ('IGM', <Side.SELL: 2>) 2 4790 0
1712717966233280597 ('EPT', <Side.BUY: 1>) 2 5143 0
1712717966233280619 ('BRV', <Side.SELL: 2>) 2 5254 0
1712717966233280616 ('IGM', <Side.SELL: 2>) 2 4810 0
1712717966233280610 ('MKU', <Side.SELL: 2>) 2 5237 0
1712717966233280617 ('IGM', <Side.SELL: 2>) 2 4830 0
1712717966233280620 ('BRV', <Side.SELL: 2>) 2 5274 0
1712717966233280599 ('EPT', <Side.BUY: 1>) 2 5123 0
[CANCELLED] 1712717966233280598 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280600 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280601 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280602 ('EPT', <Side.SELL: 2>)
1712717966233280621 ('EPT', <Side.BUY: 1>) 1 5123 8
[CANCELLED] 1712717966233280595 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280603 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280604 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280605 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280606 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280607 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280608 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280596 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280609 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280611 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280612 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280613 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280614 ('MKU', <Side.SELL: 2>)
1712717966233280645 ('IGM', <Side.SELL: 2>) 2 4841 -13
1712717966233280651 ('BRV', <Side.SELL: 2>) 2 5289 -8
1712717966233280653 ('BRV', <Side.SELL: 2>) 2 5301 0
1712717966233280647 ('IGM', <Side.SELL: 2>) 2 4848 0
1712717966233280626 ('EPT', <Side.BUY: 1>) 2 5111 0
1712717966233280639 ('MKU', <Side.SELL: 2>) 2 5256 0
1712717966233280649 ('IGM', <Side.SELL: 2>) 2 4868 0
1712717966233280655 ('BRV', <Side.SELL: 2>) 2 5321 0
1712717966233280628 ('EPT', <Side.BUY: 1>) 2 5091 0
[CANCELLED] 1712717966233280627 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280629 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280630 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280631 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280622 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280632 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280633 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280634 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280635 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280636 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280637 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280623 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280638 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280640 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280641 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280642 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280643 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280624 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280644 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280646 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280648 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280625 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280650 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280652 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280654 ('BRV', <Side.BUY: 1>)
1712717966233280686 ('BRV', <Side.SELL: 2>) 2 5340 0
1712717966233280659 ('IGM', <Side.BUY: 1>) 2 4875 0
1712717966233280679 ('IGM', <Side.BUY: 1>) 2 4855 0
[CANCELLED] 1712717966233280656 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280661 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280662 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280663 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280664 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280665 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280666 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280657 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280667 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280668 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280669 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280670 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280671 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280672 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280658 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280673 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280674 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280675 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280676 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280677 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280678 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280680 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280681 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280682 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280683 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280684 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280660 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280685 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280687 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280688 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280689 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280690 ('BRV', <Side.SELL: 2>)
1712717966233280691 ('EPT', <Side.BUY: 1>) 1 5119 0
1712717966233280715 ('IGM', <Side.SELL: 2>) 2 4865 0
1712717966233280717 ('IGM', <Side.SELL: 2>) 2 4885 0
1712717966233280696 ('EPT', <Side.BUY: 1>) 2 5099 0
1712717966233280693 ('MKU', <Side.BUY: 1>) 3 5275 0
1712717966233280695 ('BRV', <Side.BUY: 1>) 2 5327 0
1712717966233280708 ('MKU', <Side.BUY: 1>) 2 5255 0
1712717966233280692 ('DLO', <Side.BUY: 1>) 1 5156 0
1712717966233280720 ('BRV', <Side.BUY: 1>) 1 5307 0
[CANCELLED] 1712717966233280697 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280698 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280699 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280700 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280701 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280702 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280703 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280704 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280705 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280706 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280707 ('DLO', <Side.SELL: 2>)
1712717966233280722 ('DLO', <Side.BUY: 1>) 1 5147 10
[CANCELLED] 1712717966233280709 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280710 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280711 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280712 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280713 ('MKU', <Side.SELL: 2>)
1712717966233280723 ('MKU', <Side.BUY: 1>) 3 5241 15
[CANCELLED] 1712717966233280694 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280714 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280716 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280718 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280719 ('IGM', <Side.SELL: 2>)
1712717966233280725 ('BRV', <Side.BUY: 1>) 2 5283 28
1712717966233280750 ('BRV', <Side.BUY: 1>) 2 5283 8
1712717966233280721 ('EPT', <Side.BUY: 1>) 1 5112 0
1712717966233280752 ('BRV', <Side.BUY: 1>) 2 5271 0
1712717966233280738 ('MKU', <Side.BUY: 1>) 2 5236 0
1712717966233280754 ('BRV', <Side.BUY: 1>) 2 5251 0
1712717966233280740 ('MKU', <Side.BUY: 1>) 2 5216 0
1712717966233280732 ('DLO', <Side.BUY: 1>) 2 5137 0
1712717966233280742 ('MKU', <Side.BUY: 1>) 2 5196 0
1712717966233280724 ('IGM', <Side.BUY: 1>) 2 4852 0
1712717966233280734 ('DLO', <Side.BUY: 1>) 2 5117 0
1712717966233280744 ('IGM', <Side.BUY: 1>) 2 4832 0
1712717966233280746 ('IGM', <Side.BUY: 1>) 2 4812 0
[CANCELLED] 1712717966233280726 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280727 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280728 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280729 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280730 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280731 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280733 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280735 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280736 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280737 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280739 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280741 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280743 ('MKU', <Side.SELL: 2>)
1712717966233280758 ('MKU', <Side.BUY: 1>) 1 5157 4
[CANCELLED] 1712717966233280745 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280747 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280748 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280749 ('IGM', <Side.SELL: 2>)
1712717966233280759 ('IGM', <Side.BUY: 1>) 1 4805 9
[CANCELLED] 1712717966233280751 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280753 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280755 ('BRV', <Side.SELL: 2>)
1712717966233280760 ('BRV', <Side.BUY: 1>) 1 5146 33
1712717966233280785 ('BRV', <Side.BUY: 1>) 2 5146 13
[REJECTED] 1712717966233280787 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233280789 ('BRV', <Side.BUY: 1>)
1712717966233280757 ('DLO', <Side.BUY: 1>) 1 5098 0
[CANCELLED] 1712717966233280756 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280761 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280762 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280763 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280764 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280765 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280766 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280767 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280768 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280769 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280770 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280771 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280772 ('DLO', <Side.SELL: 2>)
