1712717056918247169 ('DLO', <Side.BUY: 1>) 1 4608 5
1712717056918250369 ('MKU', <Side.BUY: 1>) 6 4251 0
[CANCELLED] 1712717056918250349 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250350 ('BRV', <Side.BUY: 1>)
1712717056918250371 ('BRV', <Side.BUY: 1>) 5 3843 10
1712717056918250396 ('BRV', <Side.BUY: 1>) 2 3833 0
1712717056918250368 ('DLO', <Side.BUY: 1>) 7 4244 0
1712717056918250398 ('BRV', <Side.BUY: 1>) 2 3813 0
1712717056918250370 ('IGM', <Side.BUY: 1>) 1 5139 0
1712717056918250390 ('IGM', <Side.BUY: 1>) 2 5119 0
[CANCELLED] 1712717056918250367 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250372 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250373 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250374 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250375 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250376 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250377 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250378 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250379 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250380 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250381 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250382 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250383 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250384 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250385 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250386 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250387 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250388 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250389 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250391 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250392 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250393 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250394 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250395 ('IGM', <Side.SELL: 2>)
1712717056918250405 ('IGM', <Side.BUY: 1>) 1 5109 12
[CANCELLED] 1712717056918250397 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250399 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250400 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918250401 ('BRV', <Side.SELL: 2>)
1712717056918250426 ('IGM', <Side.SELL: 2>) 2 5143 0
1712717056918250402 ('EPT', <Side.BUY: 1>) 1 4931 0
1712717056918250428 ('IGM', <Side.SELL: 2>) 2 5163 0
[CANCELLED] 1712717056918250407 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250408 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250409 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250410 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250411 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250412 ('EPT', <Side.SELL: 2>)
1712717056918250430 ('EPT', <Side.BUY: 1>) 1 4912 20
[CANCELLED] 1712717056918250403 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250413 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250414 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250415 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250416 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250417 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250418 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250404 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250419 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250420 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250421 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250422 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250423 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250424 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250425 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250427 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250429 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250406 ('BRV', <Side.BUY: 1>)
1712717056918250435 ('EPT', <Side.BUY: 1>) 2 4909 3
1712717056918250454 ('IGM', <Side.SELL: 2>) 2 5188 -14
1712717056918250431 ('DLO', <Side.BUY: 1>) 7 4237 0
1712717056918250432 ('MKU', <Side.BUY: 1>) 5 4250 0
[CANCELLED] 1712717056918250436 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250437 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250438 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250439 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250440 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250441 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250442 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250443 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250444 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250445 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250446 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250447 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250448 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250449 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250450 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250451 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250452 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250433 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250453 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250455 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250434 ('BRV', <Side.BUY: 1>)
1712717056918250460 ('BRV', <Side.BUY: 1>) 4 3859 0
1712717056918250485 ('BRV', <Side.BUY: 1>) 2 3839 0
1712717056918250458 ('MKU', <Side.BUY: 1>) 5 4249 0
1712717056918250487 ('BRV', <Side.BUY: 1>) 2 3819 0
1712717056918250457 ('DLO', <Side.BUY: 1>) 6 4234 0
1712717056918250473 ('MKU', <Side.BUY: 1>) 2 4229 0
1712717056918250459 ('IGM', <Side.BUY: 1>) 1 5206 0
1712717056918250479 ('IGM', <Side.BUY: 1>) 2 5186 0
1712717056918250489 ('BRV', <Side.BUY: 1>) 2 3799 0
1712717056918250475 ('MKU', <Side.BUY: 1>) 2 4209 0
1712717056918250481 ('IGM', <Side.BUY: 1>) 2 5166 0
1712717056918250462 ('EPT', <Side.SELL: 2>) 2 4922 0
1712717056918250483 ('IGM', <Side.BUY: 1>) 2 5146 0
1712717056918250464 ('EPT', <Side.SELL: 2>) 2 4942 0
[CANCELLED] 1712717056918250491 ('SCP', <Side.BUY: 1>)
[CANCELLED] 1712717056918250456 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250461 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250463 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250465 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250466 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250467 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250468 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250469 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250470 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250471 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250472 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250474 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250476 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250477 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250478 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250480 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250482 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250484 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250486 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250488 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250490 ('BRV', <Side.SELL: 2>)
1712717056918250492 ('SCP', <Side.BUY: 1>) 33 4507 0
1712717056918250492 ('SCP', <Side.BUY: 1>) 3 4507 0
1712717056918250493 ('EPT', <Side.BUY: 1>) 1 4956 8
1712717056918250494 ('DLO', <Side.BUY: 1>) 5 4221 8
1712717056918250495 ('MKU', <Side.BUY: 1>) 4 4210 23
1712717056918250497 ('BRV', <Side.BUY: 1>) 3 3760 10
1712717056918250510 ('MKU', <Side.BUY: 1>) 2 4210 3
1712717056918250522 ('BRV', <Side.BUY: 1>) 2 3750 0
1712717056918250496 ('IGM', <Side.BUY: 1>) 1 5119 0
[CANCELLED] 1712717056918250498 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250499 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250500 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250501 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250502 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250503 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250504 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250505 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250506 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250507 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250508 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250509 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250511 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250512 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250513 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250514 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250515 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250516 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250517 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250518 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250519 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250520 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250521 ('IGM', <Side.SELL: 2>)
1712717056918250531 ('IGM', <Side.BUY: 1>) 1 5107 2
[CANCELLED] 1712717056918250523 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250524 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918250525 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250526 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918250527 ('BRV', <Side.SELL: 2>)
1712717056918250528 ('EPT', <Side.BUY: 1>) 1 4957 0
1712717056918250558 ('BRV', <Side.SELL: 2>) 2 3773 0
1712717056918250552 ('IGM', <Side.SELL: 2>) 2 5136 0
[CANCELLED] 1712717056918250533 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250534 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250535 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250536 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250537 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250538 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250529 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250539 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250540 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250541 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250542 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250543 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250544 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250530 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250545 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250546 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250547 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250548 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250549 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250550 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250551 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250553 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250554 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250555 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250556 ('IGM', <Side.SELL: 2>)
1712717056918250562 ('IGM', <Side.BUY: 1>) 1 5130 13
[CANCELLED] 1712717056918250532 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918250557 ('BRV', <Side.BUY: 1>)
1712717056918250563 ('BRV', <Side.BUY: 1>) 2 3788 2
1712717056918250582 ('IGM', <Side.BUY: 1>) 2 5123 0
1712717056918250560 ('DLO', <Side.BUY: 1>) 5 4227 0
1712717056918250561 ('MKU', <Side.BUY: 1>) 3 4223 0
1712717056918250588 ('BRV', <Side.BUY: 1>) 2 3770 0
1712717056918250577 ('MKU', <Side.SELL: 2>) 2 4255 0
[CANCELLED] 1712717056918250559 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250564 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250565 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250566 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250567 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250568 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250569 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250570 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250571 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250572 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250573 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250574 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250575 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250576 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250578 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250579 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250580 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250581 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250583 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250584 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250585 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250586 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250587 ('IGM', <Side.SELL: 2>)
1712717056918250608 ('MKU', <Side.SELL: 2>) 2 4266 -15
1712717056918250610 ('MKU', <Side.SELL: 2>) 2 4271 0
1712717056918250590 ('EPT', <Side.BUY: 1>) 1 4957 0
1712717056918250614 ('IGM', <Side.SELL: 2>) 2 5137 0
1712717056918250616 ('IGM', <Side.SELL: 2>) 2 5157 0
1712717056918250595 ('EPT', <Side.BUY: 1>) 2 4937 0
1712717056918250618 ('IGM', <Side.SELL: 2>) 2 5177 0
[CANCELLED] 1712717056918250596 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250597 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250598 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250599 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250600 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250591 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250601 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250602 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250603 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250604 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250605 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250606 ('DLO', <Side.SELL: 2>)
1712717056918250623 ('DLO', <Side.BUY: 1>) 4 4220 5
[CANCELLED] 1712717056918250592 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250607 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250609 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250611 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250612 ('MKU', <Side.SELL: 2>)
1712717056918250624 ('MKU', <Side.BUY: 1>) 4 4231 29
[CANCELLED] 1712717056918250593 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250613 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250615 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250617 ('IGM', <Side.BUY: 1>)
1712717056918250625 ('IGM', <Side.BUY: 1>) 1 5131 51
[CANCELLED] 1712717056918250594 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918250619 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918250620 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250621 ('BRV', <Side.BUY: 1>)
1712717056918250626 ('BRV', <Side.BUY: 1>) 2 3795 52
1712717056918250639 ('MKU', <Side.BUY: 1>) 2 4231 9
1712717056918250645 ('IGM', <Side.BUY: 1>) 2 5131 31
1712717056918250647 ('IGM', <Side.BUY: 1>) 2 5131 11
1712717056918250589 ('SCP', <Side.BUY: 1>) 8 4499 0
1712717056918250641 ('MKU', <Side.BUY: 1>) 2 4220 0
1712717056918250633 ('DLO', <Side.BUY: 1>) 2 4205 0
1712717056918250643 ('MKU', <Side.BUY: 1>) 2 4200 0
1712717056918250649 ('IGM', <Side.BUY: 1>) 2 5122 0
1712717056918250628 ('EPT', <Side.SELL: 2>) 2 4954 0
1712717056918250635 ('DLO', <Side.BUY: 1>) 2 4185 0
1712717056918250651 ('SCP', <Side.BUY: 1>) 40 4460 42
1712717056918250652 ('SCP', <Side.BUY: 1>) 40 4460 30
1712717056918250652 ('SCP', <Side.BUY: 1>) 30 4461 29
[REJECTED] 1712717056918250653 ('SCP', <Side.BUY: 1>)
[CANCELLED] 1712717056918250622 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250627 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250629 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250630 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250631 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250632 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250634 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250636 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250637 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250638 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250640 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250642 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250644 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250646 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250648 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250650 ('IGM', <Side.SELL: 2>)
1712717056918250657 ('IGM', <Side.BUY: 1>) 1 5064 0
1712717056918250658 ('BRV', <Side.BUY: 1>) 2 3667 0
1712717056918250677 ('IGM', <Side.BUY: 1>) 2 5044 0
1712717056918250683 ('BRV', <Side.BUY: 1>) 2 3647 0
1712717056918250656 ('MKU', <Side.BUY: 1>) 3 4159 0
1712717056918250679 ('IGM', <Side.BUY: 1>) 2 5024 0
1712717056918250685 ('BRV', <Side.BUY: 1>) 2 3627 0
1712717056918250671 ('MKU', <Side.BUY: 1>) 2 4139 0
1712717056918250687 ('BRV', <Side.BUY: 1>) 2 3607 0
1712717056918250681 ('IGM', <Side.BUY: 1>) 2 5004 0
1712717056918250660 ('EPT', <Side.SELL: 2>) 2 5014 0
1712717056918250655 ('DLO', <Side.BUY: 1>) 4 4182 0
[CANCELLED] 1712717056918250654 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250659 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250661 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250662 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250663 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250664 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250665 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250666 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250667 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250668 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250669 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250670 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250672 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250673 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250674 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250675 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250676 ('MKU', <Side.SELL: 2>)
1712717056918250691 ('MKU', <Side.BUY: 1>) 2 4122 18
[CANCELLED] 1712717056918250678 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250680 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250682 ('IGM', <Side.SELL: 2>)
1712717056918250692 ('IGM', <Side.BUY: 1>) 1 4968 47
[CANCELLED] 1712717056918250684 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250686 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250688 ('BRV', <Side.SELL: 2>)
1712717056918250693 ('BRV', <Side.BUY: 1>) 1 3566 45
1712717056918250695 ('EPT', <Side.SELL: 2>) 2 5044 -8
1712717056918250712 ('IGM', <Side.BUY: 1>) 2 4968 27
1712717056918250714 ('IGM', <Side.BUY: 1>) 2 4968 7
1712717056918250718 ('BRV', <Side.BUY: 1>) 2 3566 25
1712717056918250720 ('BRV', <Side.BUY: 1>) 2 3566 5
1712717056918250690 ('DLO', <Side.BUY: 1>) 4 4183 0
1712717056918250706 ('MKU', <Side.BUY: 1>) 2 4120 0
1712717056918250697 ('EPT', <Side.SELL: 2>) 2 5056 0
1712717056918250716 ('IGM', <Side.BUY: 1>) 2 4955 0
1712717056918250708 ('MKU', <Side.BUY: 1>) 2 4100 0
1712717056918250699 ('EPT', <Side.SELL: 2>) 2 5076 0
[CANCELLED] 1712717056918250689 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250694 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250696 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250698 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250700 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250701 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250702 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250703 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250704 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250705 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250707 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250709 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250710 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250711 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250713 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250715 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250717 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918250719 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918250721 ('BRV', <Side.SELL: 2>)
1712717056918250750 ('BRV', <Side.SELL: 2>) 2 3524 0
1712717056918250751 ('BRV', <Side.SELL: 2>) 2 3544 0
1712717056918250722 ('EPT', <Side.BUY: 1>) 1 5069 0
1712717056918250752 ('BRV', <Side.SELL: 2>) 2 3564 0
1712717056918250745 ('IGM', <Side.SELL: 2>) 2 4961 0
1712717056918250747 ('IGM', <Side.SELL: 2>) 2 4981 0
[CANCELLED] 1712717056918250726 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250727 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250728 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250729 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250730 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918250731 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918250723 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250732 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250733 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250734 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250735 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250736 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918250737 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918250724 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250738 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250739 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250740 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250741 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250742 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918250743 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918250725 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250744 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250746 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250748 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918250749 ('IGM', <Side.SELL: 2>)
1712717056918250777 ('IGM', <Side.SELL: 2>) 2 5004 0
1712717056918250765 ('DLO', <Side.SELL: 2>) 2 4223 0
1712717056918250779 ('IGM', <Side.SELL: 2>) 2 5024 0
1712717056918250753 ('EPT', <Side.BUY: 1>) 1 5050 0
