1712713890367047168 ('EPT', <Side.BUY: 1>) 1 4882 0
[CANCELLED] 1712713890367050846 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050832 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050847 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050849 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050850 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050851 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050852 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050833 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050853 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050855 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050857 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050858 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050834 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050859 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050861 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050862 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367050863 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050864 ('BRV', <Side.SELL: 2>)
1712713890367050883 ('MKU', <Side.SELL: 2>) 2 5374 0
1712713890367050865 ('EPT', <Side.BUY: 1>) 1 4827 0
1712713890367050895 ('BRV', <Side.SELL: 2>) 2 5659 -11
1712713890367050889 ('IGM', <Side.SELL: 2>) 2 5775 0
1712713890367050897 ('BRV', <Side.SELL: 2>) 1 5668 0
1712713890367050877 ('DLO', <Side.SELL: 2>) 2 5223 0
1712713890367050885 ('MKU', <Side.SELL: 2>) 2 5394 0
[CANCELLED] 1712713890367050870 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050871 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050872 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050873 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050874 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050875 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050866 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050876 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050878 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050879 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050880 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050881 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050867 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050882 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050884 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050886 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050887 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050868 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050888 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050890 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050891 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050892 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050893 ('IGM', <Side.SELL: 2>)
1712713890367050901 ('IGM', <Side.BUY: 1>) 1 5779 4
[CANCELLED] 1712713890367050869 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050894 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050896 ('BRV', <Side.BUY: 1>)
1712713890367050902 ('BRV', <Side.BUY: 1>) 1 5695 0
1712713890367050921 ('IGM', <Side.BUY: 1>) 2 5763 0
1712713890367050900 ('MKU', <Side.BUY: 1>) 1 5401 0
1712713890367050927 ('BRV', <Side.BUY: 1>) 2 5675 0
1712713890367050923 ('IGM', <Side.BUY: 1>) 2 5743 0
1712713890367050929 ('BRV', <Side.BUY: 1>) 2 5655 0
1712713890367050899 ('DLO', <Side.BUY: 1>) 1 5236 0
1712713890367050925 ('IGM', <Side.BUY: 1>) 2 5723 0
1712713890367050931 ('BRV', <Side.BUY: 1>) 2 5635 0
1712713890367050915 ('MKU', <Side.BUY: 1>) 2 5381 0
[CANCELLED] 1712713890367050898 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050903 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050904 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050905 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050906 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050907 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050908 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050909 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050910 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050911 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050912 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050913 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050914 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050916 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050917 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050918 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050919 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050920 ('MKU', <Side.SELL: 2>)
1712713890367050935 ('MKU', <Side.BUY: 1>) 1 5369 14
[CANCELLED] 1712713890367050922 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050924 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050926 ('IGM', <Side.SELL: 2>)
1712713890367050936 ('IGM', <Side.BUY: 1>) 1 5709 4
[CANCELLED] 1712713890367050928 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367050930 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367050932 ('BRV', <Side.SELL: 2>)
1712713890367050937 ('BRV', <Side.BUY: 1>) 1 5600 38
1712713890367050962 ('BRV', <Side.BUY: 1>) 2 5610 8
1712713890367050957 ('IGM', <Side.SELL: 2>) 2 5735 0
1712713890367050939 ('EPT', <Side.SELL: 2>) 2 4887 0
1712713890367050956 ('IGM', <Side.BUY: 1>) 2 5693 0
1712713890367050964 ('BRV', <Side.BUY: 1>) 2 5598 0
1712713890367050958 ('IGM', <Side.BUY: 1>) 2 5673 0
[CANCELLED] 1712713890367050933 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050938 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050940 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050941 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050942 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050943 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050934 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050944 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050945 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050946 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050947 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050948 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050949 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050950 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050951 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050952 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050953 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050954 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050955 ('MKU', <Side.SELL: 2>)
1712713890367050969 ('DLO', <Side.BUY: 1>) 1 5225 0
[CANCELLED] 1712713890367050959 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050960 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050961 ('IGM', <Side.SELL: 2>)
1712713890367050971 ('IGM', <Side.BUY: 1>) 1 5664 13
[CANCELLED] 1712713890367050963 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367050965 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367050966 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050967 ('BRV', <Side.SELL: 2>)
1712713890367050972 ('BRV', <Side.BUY: 1>) 1 5582 17
1712713890367050968 ('EPT', <Side.BUY: 1>) 1 4893 0
1712713890367050992 ('IGM', <Side.SELL: 2>) 2 5712 0
[CANCELLED] 1712713890367050973 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050974 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050975 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050976 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050977 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367050978 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367050979 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050980 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050981 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050982 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050983 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367050984 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367050970 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050985 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050986 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050987 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050988 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050989 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367050990 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367050991 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050993 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050994 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050995 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367050996 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367050997 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367050998 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367050999 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051000 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367051001 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051002 ('BRV', <Side.SELL: 2>)
1712713890367051005 ('MKU', <Side.BUY: 1>) 1 5380 0
1712713890367051007 ('BRV', <Side.BUY: 1>) 1 5614 0
1712713890367051032 ('BRV', <Side.BUY: 1>) 2 5594 0
1712713890367051004 ('DLO', <Side.BUY: 1>) 1 5216 0
1712713890367051020 ('MKU', <Side.BUY: 1>) 2 5360 0
1712713890367051034 ('BRV', <Side.BUY: 1>) 2 5574 0
1712713890367051006 ('IGM', <Side.BUY: 1>) 1 5719 0
1712713890367051026 ('IGM', <Side.BUY: 1>) 2 5699 0
1712713890367051021 ('MKU', <Side.SELL: 2>) 2 5410 0
[CANCELLED] 1712713890367051003 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051008 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051009 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051010 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051011 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051012 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051013 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051014 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051015 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051016 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051017 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051018 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051019 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051022 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051023 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051024 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051025 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051027 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051028 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051029 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051030 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051031 ('IGM', <Side.SELL: 2>)
1712713890367051039 ('IGM', <Side.BUY: 1>) 1 5696 23
[CANCELLED] 1712713890367051033 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367051035 ('BRV', <Side.SELL: 2>)
1712713890367051048 ('DLO', <Side.SELL: 2>) 2 5239 -10
1712713890367051054 ('MKU', <Side.SELL: 2>) 2 5413 -41
1712713890367051056 ('MKU', <Side.SELL: 2>) 2 5413 -21
1712713890367051058 ('MKU', <Side.SELL: 2>) 2 5413 -1
1712713890367051059 ('IGM', <Side.BUY: 1>) 2 5696 3
1712713890367051066 ('BRV', <Side.SELL: 2>) 2 5646 -37
1712713890367051068 ('BRV', <Side.SELL: 2>) 2 5646 -17
1712713890367051042 ('EPT', <Side.SELL: 2>) 2 4904 0
1712713890367051050 ('DLO', <Side.SELL: 2>) 2 5249 0
1712713890367051061 ('IGM', <Side.BUY: 1>) 2 5679 0
1712713890367051063 ('IGM', <Side.BUY: 1>) 2 5659 0
1712713890367051044 ('EPT', <Side.SELL: 2>) 2 4924 0
1712713890367051070 ('BRV', <Side.SELL: 2>) 2 5649 0
1712713890367051046 ('EPT', <Side.SELL: 2>) 2 4944 0
1712713890367051052 ('DLO', <Side.SELL: 2>) 2 5269 0
[CANCELLED] 1712713890367051036 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051041 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051043 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051045 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051037 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051047 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051049 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051051 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051038 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051053 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051055 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051057 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051060 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051062 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051064 ('IGM', <Side.SELL: 2>)
1712713890367051074 ('IGM', <Side.BUY: 1>) 1 5666 13
[CANCELLED] 1712713890367051040 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051065 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051067 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051069 ('BRV', <Side.BUY: 1>)
1712713890367051077 ('EPT', <Side.SELL: 2>) 2 4943 -2
1712713890367051083 ('DLO', <Side.SELL: 2>) 2 5275 -7
1712713890367051089 ('MKU', <Side.SELL: 2>) 2 5465 -24
1712713890367051091 ('MKU', <Side.SELL: 2>) 2 5465 -4
1712713890367051101 ('BRV', <Side.SELL: 2>) 2 5695 -31
1712713890367051103 ('BRV', <Side.SELL: 2>) 2 5695 -11
1712713890367051105 ('BRV', <Side.SELL: 2>) 2 5704 0
1712713890367051093 ('MKU', <Side.SELL: 2>) 2 5481 0
1712713890367051085 ('DLO', <Side.SELL: 2>) 2 5288 0
1712713890367051095 ('IGM', <Side.SELL: 2>) 2 5703 0
1712713890367051087 ('DLO', <Side.SELL: 2>) 2 5308 0
[CANCELLED] 1712713890367051071 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051076 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051078 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051079 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051080 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051081 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051072 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051082 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051084 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051086 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051073 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051088 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051090 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051092 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051094 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051096 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051097 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051098 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051099 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051075 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051100 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051102 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051104 ('BRV', <Side.BUY: 1>)
1712713890367051112 ('EPT', <Side.SELL: 2>) 2 4963 -9
1712713890367051118 ('DLO', <Side.SELL: 2>) 2 5330 -23
1712713890367051120 ('DLO', <Side.SELL: 2>) 2 5330 -3
1712713890367051124 ('MKU', <Side.SELL: 2>) 2 5561 -57
1712713890367051126 ('MKU', <Side.SELL: 2>) 2 5561 -37
1712713890367051128 ('MKU', <Side.SELL: 2>) 2 5561 -17
1712713890367051136 ('BRV', <Side.SELL: 2>) 2 5817 -53
1712713890367051138 ('BRV', <Side.SELL: 2>) 2 5817 -33
1712713890367051140 ('BRV', <Side.SELL: 2>) 2 5817 -13
1712713890367051130 ('IGM', <Side.SELL: 2>) 2 5704 0
1712713890367051122 ('DLO', <Side.SELL: 2>) 2 5347 0
1712713890367051132 ('IGM', <Side.SELL: 2>) 2 5724 0
1712713890367051114 ('EPT', <Side.SELL: 2>) 2 4974 0
[CANCELLED] 1712713890367051110 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051135 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051137 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051139 ('BRV', <Side.BUY: 1>)
1712713890367051141 ('BRV', <Side.BUY: 1>) 40 5840 58
1712713890367051142 ('BRV', <Side.BUY: 1>) 39 5840 57
1712713890367051142 ('BRV', <Side.BUY: 1>) 6 5840 57
[CANCELLED] 1712713890367051106 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051111 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051113 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051115 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051116 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051107 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051117 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051119 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051121 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051108 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051123 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051125 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051127 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051109 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051129 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051131 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051133 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051134 ('IGM', <Side.SELL: 2>)
1712713890367051143 ('EPT', <Side.BUY: 1>) 1 4991 6
1712713890367051148 ('EPT', <Side.BUY: 1>) 2 4977 0
1712713890367051167 ('IGM', <Side.SELL: 2>) 2 5707 0
1712713890367051145 ('MKU', <Side.BUY: 1>) 1 5593 0
1712713890367051150 ('EPT', <Side.BUY: 1>) 2 4957 0
1712713890367051169 ('IGM', <Side.SELL: 2>) 2 5727 0
1712713890367051171 ('IGM', <Side.SELL: 2>) 2 5747 0
1712713890367051152 ('EPT', <Side.BUY: 1>) 2 4937 0
[CANCELLED] 1712713890367051149 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051151 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051153 ('EPT', <Side.SELL: 2>)
1712713890367051178 ('EPT', <Side.BUY: 1>) 1 4934 13
[CANCELLED] 1712713890367051144 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051154 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051155 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051156 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051157 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051158 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051159 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051160 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051161 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051162 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051163 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051164 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051165 ('MKU', <Side.SELL: 2>)
1712713890367051180 ('MKU', <Side.BUY: 1>) 1 5582 1
[CANCELLED] 1712713890367051146 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051166 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051168 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051170 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051147 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051172 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051173 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367051174 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051175 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367051176 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051177 ('BRV', <Side.SELL: 2>)
1712713890367051183 ('EPT', <Side.BUY: 1>) 2 4927 0
1712713890367051202 ('IGM', <Side.SELL: 2>) 2 5764 0
1712713890367051204 ('IGM', <Side.SELL: 2>) 2 5784 0
1712713890367051206 ('IGM', <Side.SELL: 2>) 2 5804 0
1712713890367051185 ('EPT', <Side.BUY: 1>) 2 4907 0
1712713890367051196 ('MKU', <Side.SELL: 2>) 2 5609 0
[CANCELLED] 1712713890367051184 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051186 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051187 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051188 ('EPT', <Side.SELL: 2>)
1712713890367051207 ('EPT', <Side.BUY: 1>) 1 4892 1
[CANCELLED] 1712713890367051179 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051189 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051190 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051191 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051192 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051193 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051194 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051195 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051197 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051198 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051199 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051200 ('MKU', <Side.SELL: 2>)
1712713890367051209 ('MKU', <Side.BUY: 1>) 1 5604 7
[CANCELLED] 1712713890367051181 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051201 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051203 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051205 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051182 ('BRV', <Side.BUY: 1>)
1712713890367051208 ('DLO', <Side.BUY: 1>) 1 5389 0
1712713890367051211 ('BRV', <Side.BUY: 1>) 7 5935 0
1712713890367051210 ('IGM', <Side.BUY: 1>) 1 5827 0
1712713890367051230 ('IGM', <Side.BUY: 1>) 2 5807 0
[CANCELLED] 1712713890367051212 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051213 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051214 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051215 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051216 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367051217 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367051218 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051219 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051220 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051221 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051222 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367051223 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367051224 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051225 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051226 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051227 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051228 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367051229 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367051231 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051232 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051233 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051234 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367051235 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367051236 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367051237 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367051238 ('BRV', <Side.BUY: 1>)
